hg19_id	chr_tss_hg19	start_tss_hg19	biotype_hg19	cage_id_hg19	name_peak_hg19	minimal_biotype_hg19	stem_exp_hg19	mm9_id	chr_tss_mm9	start_tss_mm9	biotype_mm9	cage_id_mm9	name_peak_mm9	minimal_biotype_mm9	stem_exp_mm9	tss_tile_num	orig_species	biotype_switch_minimal	HUES64_hg19	mESC_hg19	HUES64_mm9	mESC_mm9	HUES64_padj_hg19	mESC_padj_hg19	HUES64_padj_mm9	mESC_padj_mm9	logFC_native	fdr_native	native_status	native_status_det	logFC_cis_HUES64	fdr_cis_HUES64	logFC_cis_mESC	fdr_cis_mESC	cis_HUES64_status	cis_mESC_status	cis_HUES64_status_det	cis_mESC_status_det	cis_status_one	cis_status_det_one	logFC_cis_one	logFC_trans_human	fdr_trans_human	logFC_trans_mouse	fdr_trans_mouse	trans_human_status	trans_mouse_status	trans_human_status_det	trans_mouse_status_det	trans_status_one	trans_status_det_one	logFC_trans_one	logFC_int	fdr_int	cis_trans_int_status	cis_trans_int_status_det
h.1601	chr12	53448219.0	antisense	chr12:53448183..53448243,-	ENSG00000257337.2	other	3.20333	m.1413	chr15	101937611.0	no cage activity	no cage activity	no cage activity	other	no cage activity	tile1	human	other	4.3689141546691	3.86553950813975	1.13751190859854	0.8555136247716801	2.52722578944297e-22	1.50210322156176e-12	0.5640362836910229	0.798998497812062	-1.54009468072339	5.45871888451301e-07	significant native effect	"native effect
(higher in human)"	-1.42934716236909	1.50271748769824e-06	-1.56638322698906	6.695393871873861e-07	significant cis effect	significant cis effect	"cis effect
(higher in human)"	"cis effect
(higher in human)"	significant cis effect	"cis effect
(higher in human)"	-1.56638322698906	0.0353270995350906	0.874922532194233	-0.18698619679106998	0.544708634588198	no trans effect	no trans effect	no trans effect	no trans effect	no trans effect	no trans effect	-0.18698619679106998	-0.227170052758088	0.940888120273236	no cis/trans int. effect	no cis/trans int. effect
h.1602	chr3	23848680.0	antisense	chr3:23848677..23848682,-	ENSG00000223791.1	lncRNA	0.08666669999999999	m.1414	chr14	19163691.0	no cage activity	no cage activity	no cage activity	lncRNA	no cage activity	tile1	human	lncRNA	1.14706485269166	1.6916844607532298	1.9186592950974801	1.22363763139302	0.5533433276033249	0.178325737428642	0.00964605005523218	0.662506477833667	0.232761591635615	0.49638450812734497	no native effect	no native effect	0.548197044956148	0.0694824524042909	-0.487748303903855	0.13564737572191599	no cis effect	no cis effect	no cis effect	no cis effect	no cis effect	no cis effect	0.548197044956148	0.550043694371805	0.11164712555481099	-0.336565911145292	0.16347601158067002	no trans effect	no trans effect	no trans effect	no trans effect	no trans effect	no trans effect	0.550043694371805	-0.9332152263370551	0.144818062665294	no cis/trans int. effect	no cis/trans int. effect
h.1603	chr19	13054427.0	antisense	chr19:13054411..13054454,-	ENSG00000267458.1	lncRNA	1.82333	m.1415	chr8	87366857.0	no cage activity	no cage activity	no cage activity	lncRNA	no cage activity	tile1	human	lncRNA	1.19379129122778	1.32364224568559	0.8024551290402819	1.2190254943890901	0.497911552287637	0.571745825001709	0.8008342088842421	0.6650847356923161	-0.62477341025704	0.0431787451310405	no native effect	no native effect	-1.06155838022436	0.0007580330633892111	-0.9093165900206751	0.0017908289667679	no cis effect	no cis effect	no cis effect	no cis effect	no cis effect	no cis effect	-1.06155838022436	0.245050858709945	0.24100708244919397	0.4855970533579779	0.18793465654550198	no trans effect	no trans effect	no trans effect	no trans effect	no trans effect	no trans effect	0.4855970533579779	0.190889420150256	0.9695217443247909	no cis/trans int. effect	no cis/trans int. effect
h.1605	chr1	160231523.0	antisense	chr1:160231497..160231556,+	ENSG00000228606.1	lncRNA	0.20333299999999999	m.1417	chr1	174078992.0	no cage activity	no cage activity	no cage activity	lncRNA	no cage activity	tile1	human	lncRNA	1.45919010430776	1.08902813782297	2.18443845251845	1.22767363057953	0.19387948624405102	0.735318548998605	0.000786504753576921	0.660553809054675	-0.128887808676658	0.7234915164712991	no native effect	no native effect	0.256649977688696	0.401711870820338	-0.0870803428110633	0.854409067154262	no cis effect	no cis effect	no cis effect	no cis effect	no cis effect	no cis effect	0.256649977688696	-0.132475719180842	0.641992316862045	-0.40976273000059393	0.19583427315569896	no trans effect	no trans effect	no trans effect	no trans effect	no trans effect	no trans effect	-0.40976273000059393	-0.32244867993662896	0.8880621853711371	no cis/trans int. effect	no cis/trans int. effect
h.1606	chr16	19499222.0	antisense	chr16:19499214..19499237,-	ENSG00000260592.1	other	0.453333	m.1418	chr7	125811065.0	no cage activity	no cage activity	no cage activity	no CAGE activity	no cage activity	tile1	human	CAGE turnover - other	1.6430922159269898	1.6026100536581103	0.883525374478836	0.80587355495331	0.0720658731337445	0.25758243749172105	0.7702707473417808	0.818758222474007	0.138656353055044	0.601743424850036	no native effect	no native effect	-0.0351196843038497	0.896017292010971	0.105755717587339	0.6665584992842629	no cis effect	no cis effect	no cis effect	no cis effect	no cis effect	no cis effect	0.105755717587339	0.0872701672019452	0.7553029378118041	0.0641580952013475	0.7873586339855551	no trans effect	no trans effect	no trans effect	no trans effect	no trans effect	no trans effect	0.0872701672019452	0.126556343124984	0.982178378279215	no cis/trans int. effect	no cis/trans int. effect
h.1608	chr7	30028271.0	antisense	chr7:30028265..30028303,+	ENSG00000227014.1	lncRNA	0.0455556	m.1420	chr6	54515360.0	no cage activity	no cage activity	no cage activity	no CAGE activity	no cage activity	tile1	human	CAGE turnover - lncRNA	2.08694253697246	1.7235150063724598	1.36002073948472	1.4076665735112301	0.00210548071154482	0.154382518296564	0.29383596385127003	0.476713314198021	-0.981642378250677	1.20843310571721e-05	no native effect	no native effect	-1.2779545586816599	1.4039719744708202e-09	-0.949047804837261	0.00017093969971842298	significant cis effect	no cis effect	"cis effect
(higher in human)"	no cis effect	significant cis effect	"cis effect
(higher in human)"	-1.2779545586816599	0.00289314479347209	0.9888788226860759	0.218792739871308	0.41002968766871706	no trans effect	no trans effect	no trans effect	no trans effect	no trans effect	no trans effect	0.218792739871308	0.14237317931411098	0.9697844887387759	no cis/trans int. effect	no cis/trans int. effect
h.1610	chr4	90756760.0	antisense	chr4:90756735..90756766,+	ENSG00000247775.2	lncRNA	0.0611111	m.1422	chr6	60777537.0	no cage activity	no cage activity	no cage activity	lncRNA	no cage activity	tile1	human	lncRNA	0.843387495153912	0.8391449188736141	0.8925346895242651	0.94002747614268	0.7856709599846959	0.805748308903828	0.766764195219479	0.7763414844424251	0.305916953127426	0.23365414437569298	no native effect	no native effect	0.0526323157819512	0.8429342151927149	0.15879387984010299	0.583136052691428	no cis effect	no cis effect	no cis effect	no cis effect	no cis effect	no cis effect	0.15879387984010299	0.147875813104109	0.584953392615018	0.208996863884204	0.231707359966798	no trans effect	no trans effect	no trans effect	no trans effect	no trans effect	no trans effect	0.208996863884204	0.118939262778025	0.989847675700652	no cis/trans int. effect	no cis/trans int. effect
h.1611	chr19	49844035.0	antisense	chr19:49844028..49844043,-	ENSG00000197813.4	lncRNA	4.19	m.1423	chr7	52488814.0	no cage activity	no cage activity	no cage activity	lncRNA	no cage activity	tile1	human	lncRNA	0.896312942000323	1.14468571861524	1.38329625096562	1.04748330087418	0.7647860461010291	0.711180410919659	0.268639228030725	0.753574055224282	1.19879250399417	0.000709824720112058	no native effect	no native effect	1.32373528064947	0.000150422232153427	0.7517497615782242	0.00982301762729688	no cis effect	no cis effect	no cis effect	no cis effect	no cis effect	no cis effect	1.32373528064947	0.39866101243490704	0.26929864900468803	-0.106182862953822	0.6799411947934679	no trans effect	no trans effect	no trans effect	no trans effect	no trans effect	no trans effect	0.39866101243490704	-0.34726467939684996	0.8589372368814109	no cis/trans int. effect	no cis/trans int. effect
h.1612	chr4	26863151.0	antisense	chr4:26863134..26863162,-	ENSG00000240005.1	lncRNA	0.028888900000000002	m.1424	chr5	54390376.0	no cage activity	no cage activity	no cage activity	lncRNA	no cage activity	tile1	human	lncRNA	1.27845947458341	1.1175828490404198	1.07383271626655	0.9552141918089591	0.392296574948888	0.7235529057264499	0.630527115943896	0.7717739617472941	0.565417722535283	0.0779763719633684	no native effect	no native effect	0.551056172618681	0.0856095956235654	0.652897463163813	0.0420218698626376	no cis effect	no cis effect	no cis effect	no cis effect	no cis effect	no cis effect	0.652897463163813	-0.101292382355482	0.8093664826380059	0.00944323404850052	0.9819795607687141	no trans effect	no trans effect	no trans effect	no trans effect	no trans effect	no trans effect	-0.101292382355482	0.146737587532716	0.9911147462268158	no cis/trans int. effect	no cis/trans int. effect
h.1616	chr1	109633512.0	antisense	chr1:109633505..109633526,-	ENSG00000273382.1	lncRNA	0.483333	m.1428	chr3	108365179.0	no cage activity	no cage activity	no cage activity	lncRNA	no cage activity	tile1	human	lncRNA	16.8426130540711	16.0877544586219	4.893443130692019	3.1604572347185296	0.0	0.0	2.5145564733403797e-29	1.82883939318992e-07	-1.8311904170866	1.1919440740582801e-10	significant native effect	"native effect
(higher in human)"	-1.5497196169767902	1.7024101205877502e-08	-1.89913616037452	2.1149317692836396e-11	significant cis effect	significant cis effect	"cis effect
(higher in human)"	"cis effect
(higher in human)"	significant cis effect	"cis effect
(higher in human)"	-1.89913616037452	0.1029281518748	0.6594914540441751	-0.29412863471782696	0.136555391784877	no trans effect	no trans effect	no trans effect	no trans effect	no trans effect	no trans effect	-0.29412863471782696	-0.354835847365259	0.7588457609517341	no cis/trans int. effect	no cis/trans int. effect
h.1620	chr12	28343844.0	antisense	chr12:28343838..28343865,-	ENSG00000247934.3	lncRNA	0.0744444	m.1432	chr6	147424752.0	no cage activity	no cage activity	no cage activity	lncRNA	no cage activity	tile1	human	lncRNA	1.56728809308586	2.26193272893618	5.98381266614349	4.4108853281	0.111875819272084	0.00463918032292356	4.86226721055632e-47	1.78419832138494e-17	0.958427976908114	0.0123091992025619	no native effect	no native effect	1.00609034622853	0.0150495244128993	0.443446522608016	0.263712557616142	no cis effect	no cis effect	no cis effect	no cis effect	no cis effect	no cis effect	1.00609034622853	0.538763817289587	0.0299356029809765	-0.21466161127850303	0.518244072694889	no trans effect	no trans effect	no trans effect	no trans effect	no trans effect	no trans effect	0.538763817289587	-0.7034526856747421	0.47169619455652506	no cis/trans int. effect	no cis/trans int. effect
h.1622	chr2	8820998.0	antisense	chr2:8820995..8821000,-	ENSG00000235092.1	other	0.0877778	m.1434	chr12	25781930.0	no cage activity	no cage activity	no cage activity	other	no cage activity	tile1	human	other	1.0325518843110202	1.2149728857067699	1.8444762356147	1.32183715646278	0.672028271400695	0.666069102324213	0.017552821829511	0.572992519014848	-0.0389481439804751	0.899072337108118	no native effect	no native effect	-0.18026849396622305	0.608988187333964	-0.471070409207322	0.10943868570843801	no cis effect	no cis effect	no cis effect	no cis effect	no cis effect	no cis effect	-0.471070409207322	0.325612617214104	0.203205204006995	-0.18444089006276101	0.547675369209326	no trans effect	no trans effect	no trans effect	no trans effect	no trans effect	no trans effect	0.325612617214104	-0.572380570159504	0.5234191452865771	no cis/trans int. effect	no cis/trans int. effect
h.1625	chr2	178128464.0	antisense	chr2:178128451..178128470,+	ENSG00000222043.2	lncRNA	0.238889	m.1437	chr2	75541744.0	no cage activity	no cage activity	no cage activity	lncRNA	no cage activity	tile1	human	lncRNA	1.90045346182232	1.46958440728736	0.988189223880731	1.14819032512341	0.0112321920770207	0.40393340664253397	0.708811023296474	0.7093100485050309	1.7172228541823797	7.773773211528211e-06	no native effect	no native effect	1.23546041562154	0.000739171950190978	1.65427958642414	7.325525105068521e-05	no cis effect	significant cis effect	no cis effect	"cis effect
(higher in mouse)"	significant cis effect	"cis effect
(higher in mouse)"	1.65427958642414	-0.175352899119187	0.6833203726213871	0.33719461365269104	0.19478472754879103	no trans effect	no trans effect	no trans effect	no trans effect	no trans effect	no trans effect	0.33719461365269104	0.552700823684148	0.6872912844482041	no cis/trans int. effect	no cis/trans int. effect
h.1626	chr1	201979546.0	antisense	chr1:201979533..201979552,-	ENSG00000234678.1	lncRNA	0.49555600000000005	m.1438	chr1	137155236.0	no cage activity	no cage activity	no cage activity	lncRNA	no cage activity	tile1	human	lncRNA	3.64212138200019	2.59405950246685	3.1578465188405698	2.1304766255811702	2.85445520924945e-14	0.000202947477732579	5.861414622530469e-10	0.0130914118274362	0.674570694528179	0.023527024056238	no native effect	no native effect	0.673895057109022	0.0185618188397182	0.737029420486343	0.0249515729323324	no cis effect	no cis effect	no cis effect	no cis effect	no cis effect	no cis effect	0.737029420486343	-0.115415265518013	0.651208447148294	-0.13935878248843	0.6458959822454661	no trans effect	no trans effect	no trans effect	no trans effect	no trans effect	no trans effect	-0.13935878248843	0.00694336905330165	0.9972790089734571	no cis/trans int. effect	no cis/trans int. effect
h.1631	chr2	56412051.0	antisense	chr2:56412041..56412059,-	ENSG00000233251.3	other	0.057777800000000004	m.1443	chr11	28483263.0	no cage activity	no cage activity	no cage activity	other	no cage activity	tile1	human	other	2.07945968229152	1.5157931726283203	1.00984074198157	0.729099116826763	0.00226446515537879	0.349629154058876	0.6902465194667211	0.8483105868387709	-0.109484061417806	0.747757145207126	no native effect	no native effect	0.267992413231494	0.36370809934828496	0.0423494140577553	0.9177647693994839	no cis effect	no cis effect	no cis effect	no cis effect	no cis effect	no cis effect	0.267992413231494	-0.11470210916509	0.7413644552421109	-0.174687161425858	0.480737169308943	no trans effect	no trans effect	no trans effect	no trans effect	no trans effect	no trans effect	-0.174687161425858	-0.0137106304855321	0.996037756354978	no cis/trans int. effect	no cis/trans int. effect
h.1632	chr11	71159573.0	antisense	chr11:71159566..71159583,+	ENSG00000254682.1	lncRNA	0.22	m.1444	chr7	151015993.0	no cage activity	no cage activity	no cage activity	lncRNA	no cage activity	tile1	human	lncRNA	3.15220156541523	4.385913338769201	5.32292051143991	6.73358143202749	6.49899122400345e-10	3.1283596735769895e-17	8.60564583071804e-36	3.989811536266039e-48	3.0953130253140895	1.3321546865993303e-07	significant native effect	"native effect
(higher in mouse)"	2.6680387930549503	1.0278105166812401e-05	2.15068452399102	0.000308263916948108	significant cis effect	no cis effect	"cis effect
(higher in mouse)"	no cis effect	significant cis effect	"cis effect
(higher in mouse)"	2.6680387930549503	0.522314037411918	0.28671460268027	0.39946164733516204	0.17398563506235096	no trans effect	no trans effect	no trans effect	no trans effect	no trans effect	no trans effect	0.522314037411918	-0.149455415802039	0.9911147462268158	no cis/trans int. effect	no cis/trans int. effect
h.1633	chr6	19839323.0	antisense	chr6:19839318..19839332,-	ENSG00000226786.2	lncRNA	0.957778	m.1445	chr13	48358203.0	no cage activity	no cage activity	no cage activity	no CAGE activity	no cage activity	tile1	human	CAGE turnover - lncRNA	1.4032501007330302	1.23475035823298	1.0424284294239001	1.02552961310341	0.248191717136525	0.6554899269947391	0.661663230211538	0.7578999355543641	-0.506201427052553	0.0349113276156043	no native effect	no native effect	-0.788716752336665	0.0011318256076411099	-0.596088946036421	0.0264284935230903	no cis effect	no cis effect	no cis effect	no cis effect	no cis effect	no cis effect	-0.788716752336665	0.0713731726784735	0.7592784843097009	0.15211668815076002	0.595740841284391	no trans effect	no trans effect	no trans effect	no trans effect	no trans effect	no trans effect	0.15211668815076002	0.0347514184293518	0.9911147462268158	no cis/trans int. effect	no cis/trans int. effect
h.1634	chr10	17276762.0	antisense	chr10:17276719..17276781,-	ENSG00000234961.1	lncRNA	0.904444	m.1446	chr2	13501118.0	no cage activity	no cage activity	no cage activity	lncRNA	no cage activity	tile1	human	lncRNA	0.887154128244453	0.9976204228432809	0.8251701412637609	1.1138619323421102	0.768986493575947	0.7634333303059571	0.7931399583965841	0.7249098996737621	0.43021582682744897	0.0455468419263472	no native effect	no native effect	-0.0517360645542934	0.8537926493063921	0.0867540395022523	0.741727290450309	no cis effect	no cis effect	no cis effect	no cis effect	no cis effect	no cis effect	0.0867540395022523	0.288865343370397	0.237461283678029	0.41573380160179707	0.0377277728707798	no trans effect	no trans effect	no trans effect	no trans effect	no trans effect	no trans effect	0.41573380160179707	0.0269148285274663	0.9911147462268158	no cis/trans int. effect	no cis/trans int. effect
h.1638	chr13	96186175.0	antisense	chr13:96186168..96186178,-	ENSG00000223392.1	lncRNA	0.0466667	m.1450	chr14	119235500.0	no cage activity	no cage activity	no cage activity	no CAGE activity	no cage activity	tile1	human	CAGE turnover - lncRNA	1.7058853004898402	1.7534814639791598	1.15680191570246	1.4379972744759801	0.0479444833191643	0.133667478537727	0.541554338201295	0.44096337328598	1.2102108842416799	1.3890403723410098e-05	no native effect	no native effect	0.8741358258847329	0.0016824744516394	1.0222885397395	0.000137067101295843	no cis effect	significant cis effect	no cis effect	"cis effect
(higher in mouse)"	significant cis effect	"cis effect
(higher in mouse)"	1.0222885397395	0.19303752245205605	0.5737303640194971	0.350397463905888	0.0474476379501263	no trans effect	no trans effect	no trans effect	no trans effect	no trans effect	no trans effect	0.350397463905888	0.173237139977091	0.9695217443247909	no cis/trans int. effect	no cis/trans int. effect
h.1639	chr10	17276806.0	antisense	chr10:17276801..17276827,-	ENSG00000234961.1	lncRNA	0.378889	m.1451	chr2	13501162.0	no cage activity	no cage activity	no cage activity	lncRNA	no cage activity	tile1	human	lncRNA	0.8516598341976971	0.969730154815658	1.00645664400116	0.9635781550313041	0.782061497164965	0.7691510970120979	0.6933890312245649	0.7699861799008579	0.23580385219854802	0.35582202163489507	no native effect	no native effect	0.136799137391881	0.6001617022867389	-0.12348755749819999	0.6697020224940501	no cis effect	no cis effect	no cis effect	no cis effect	no cis effect	no cis effect	0.136799137391881	0.33282261414676	0.144577911329406	0.0764049687228531	0.7537643710034491	no trans effect	no trans effect	no trans effect	no trans effect	no trans effect	no trans effect	0.33282261414676	-0.19804936389421998	0.9446627851946241	no cis/trans int. effect	no cis/trans int. effect
h.1640	chr2	210893150.0	antisense	chr2:210893148..210893152,+	ENSG00000272807.1	lncRNA	0.34444400000000003	m.1452	chr1	66772108.0	no cage activity	no cage activity	no cage activity	no CAGE activity	no cage activity	tile1	human	CAGE turnover - lncRNA	1.06464034074572	1.1109355016534899	0.9010194629424019	1.22497855292418	0.640509855846031	0.725917252474273	0.7626436149297491	0.661821039307342	0.12300434077419199	0.52102103556561	no native effect	no native effect	-0.32636024590354806	0.0549435802865584	-0.0960607611632482	0.6760285743241291	no cis effect	no cis effect	no cis effect	no cis effect	no cis effect	no cis effect	-0.32636024590354806	0.22098387568158898	0.17994882836364298	0.445909830204522	0.00575957627167929	no trans effect	no trans effect	no trans effect	no trans effect	no trans effect	no trans effect	0.445909830204522	0.258194748937369	0.815097714375554	no cis/trans int. effect	no cis/trans int. effect
h.1643	chr11	71159673.0	antisense	chr11:71159640..71159684,+	ENSG00000254682.1	lncRNA	4.54333	m.1455	chr7	151015901.0	no cage activity	no cage activity	no cage activity	lncRNA	no cage activity	tile1	human	lncRNA	1.7064468438997	1.6790228892563102	1.42638449761206	1.19075118104068	0.0477727272885445	0.18881756937547697	0.22451002572773102	0.6850682097341719	-0.130484966425638	0.729649961520606	no native effect	no native effect	-0.17719072254235999	0.6440455909358	-0.6740260617284979	0.14905035223503302	no cis effect	no cis effect	no cis effect	no cis effect	no cis effect	no cis effect	-0.6740260617284979	0.24687610092541395	0.545230880790923	-0.0051567571088208895	0.990478086362468	no trans effect	no trans effect	no trans effect	no trans effect	no trans effect	no trans effect	0.24687610092541395	-0.671057853840193	0.6486005930497889	no cis/trans int. effect	no cis/trans int. effect
h.1645	chr14	20944819.0	antisense	chr14:20944814..20944826,-	ENSG00000258908.1	lncRNA	0.0466667	m.1457	chr14	51584617.0	no cage activity	no cage activity	no cage activity	no CAGE activity	no cage activity	tile1	human	CAGE turnover - lncRNA	0.9878461904703091	1.30763252072956	0.7534938247493429	0.853271994155405	0.708897845647794	0.589527974247575	0.8177221256423199	0.799309903329788	0.186637238805265	0.516912760690051	no native effect	no native effect	-0.186181918080848	0.440302497324658	-0.23126191716694697	0.4495821349034289	no cis effect	no cis effect	no cis effect	no cis effect	no cis effect	no cis effect	-0.23126191716694697	0.45532557315079497	0.06883654040725999	0.34490409217063894	0.143649880772206	no trans effect	no trans effect	no trans effect	no trans effect	no trans effect	no trans effect	0.45532557315079497	-0.0101460288847244	0.9965198207520279	no cis/trans int. effect	no cis/trans int. effect
h.1646	chr17	79825897.0	antisense	chr17:79825881..79825912,+	ENSG00000262413.1	lncRNA	1.10222	m.1458	chr11	120439726.0	no cage activity	no cage activity	no cage activity	lncRNA	no cage activity	tile1	human	lncRNA	0.5990972386043559	0.703520669284927	0.664400844278932	0.937499019051528	0.8812405209955559	0.8589563082862121	0.8543975370845859	0.7769882861342691	1.24420869737987	0.00010975135377523101	no native effect	no native effect	0.7969734849096399	0.00745791880277888	0.870657749313845	0.00474151271249715	no cis effect	no cis effect	no cis effect	no cis effect	no cis effect	no cis effect	0.870657749313845	0.28789740721344004	0.414409359938353	0.48053521108599107	0.0279583978869885	no trans effect	no trans effect	no trans effect	no trans effect	no trans effect	no trans effect	0.48053521108599107	0.261141057075698	0.9191059657300791	no cis/trans int. effect	no cis/trans int. effect
h.1647	chr5	59784004.0	antisense	chr5:59783941..59784066,+	ENSG00000152931.7	lncRNA	0.04	m.1459	chr13	109288730.0	no cage activity	no cage activity	no cage activity	lncRNA	no cage activity	tile1	human	lncRNA	1.0141744961464498	1.1153416895817299	1.13390806508652	1.08075091681946	0.687718457103703	0.72402911187711	0.5687603951417409	0.739562996132857	0.5607582992555129	0.0349113276156043	no native effect	no native effect	0.47287543835579904	0.070484418219244	0.30152515538270697	0.305438032755948	no cis effect	no cis effect	no cis effect	no cis effect	no cis effect	no cis effect	0.47287543835579904	0.24978468695432302	0.45887494236042703	0.0784823704444964	0.7365141761844929	no trans effect	no trans effect	no trans effect	no trans effect	no trans effect	no trans effect	0.24978468695432302	-0.225199600734547	0.9356706467695128	no cis/trans int. effect	no cis/trans int. effect
h.1648	chr3	189838740.0	antisense	chr3:189838731..189838748,+	ENSG00000225764.1	lncRNA	0.44777799999999995	m.1460	chr16	26105986.0	no cage activity	no cage activity	no cage activity	lncRNA	no cage activity	tile1	human	lncRNA	1.59786451522248	1.43472922924607	0.654403452398475	0.5790296033398951	0.093927067953774	0.444311007528442	0.85832726806324	0.9100359342859959	-1.6317306004695702	0.000834684567833017	no native effect	no native effect	-1.23104275713033	0.0029834802514490397	-1.5671343826018997	0.000733791678571558	no cis effect	no cis effect	no cis effect	no cis effect	no cis effect	no cis effect	-1.5671343826018997	0.0511994162393321	0.890883465942163	-0.139292756603362	0.8413850498779529	no trans effect	no trans effect	no trans effect	no trans effect	no trans effect	no trans effect	-0.139292756603362	-0.31447285171675804	0.9633496224104521	no cis/trans int. effect	no cis/trans int. effect
h.1649	chr10	5855622.0	antisense	chr10:5855585..5855642,+	ENSG00000272764.1	lncRNA	3.12222	m.1461	chr13	3537122.0	no cage activity	no cage activity	no cage activity	lncRNA	no cage activity	tile1	human	lncRNA	19.814310838582	28.976784828874898	7.53355282470713	7.23436086408468	0.0	0.0	1.2088963726967597e-79	8.58553592186308e-57	-1.43340653683695	1.71934682774507e-05	no native effect	no native effect	-1.65371223560473	6.8789231521157e-07	-1.9783510719004398	2.36827502695335e-08	significant cis effect	significant cis effect	"cis effect
(higher in human)"	"cis effect
(higher in human)"	significant cis effect	"cis effect
(higher in human)"	-1.9783510719004398	0.567267840047614	0.007698556706017941	0.11076980182622699	0.728875206687677	no trans effect	no trans effect	no trans effect	no trans effect	no trans effect	no trans effect	0.567267840047614	-0.4440419398353329	0.7251172431849209	no cis/trans int. effect	no cis/trans int. effect
h.1650	chr22	42665517.0	antisense	chr22:42665507..42665524,+	ENSG00000182057.4	lncRNA	0.363333	m.1462	chr15	82729238.0	no cage activity	no cage activity	no cage activity	lncRNA	no cage activity	tile1	human	lncRNA	3.0760738110588197	4.901160584673679	1.31235110386145	1.33148512531341	2.5832991647783303e-09	1.25676152719407e-22	0.349775838823543	0.565134824951429	-0.0238924152806104	0.9370964611125859	no native effect	no native effect	-0.323247737770025	0.26579194820484503	-0.538671298185601	0.0227450221016533	no cis effect	no cis effect	no cis effect	no cis effect	no cis effect	no cis effect	-0.538671298185601	0.5153888874774779	0.030207468125898997	0.17649359957890398	0.45769662639253295	no trans effect	no trans effect	no trans effect	no trans effect	no trans effect	no trans effect	0.5153888874774779	-0.277964066122245	0.879702484881198	no cis/trans int. effect	no cis/trans int. effect
h.1652	chr7	90226631.0	antisense	chr7:90226625..90226639,-	ENSG00000223969.1	lncRNA	0.06888889999999999	m.1464	chr5	5379459.0	no cage activity	no cage activity	no cage activity	no CAGE activity	no cage activity	tile1	human	CAGE turnover - lncRNA	1.05252858944097	1.04237124537959	1.01191078084153	1.17813180941075	0.6521610207099909	0.754167823375451	0.6888081750179531	0.6936846542282459	1.4252602485004602	3.45514698745852e-10	significant native effect	"native effect
(higher in mouse)"	1.1095009174631298	6.26035276598659e-08	1.1085745401548501	1.45682409595425e-06	significant cis effect	significant cis effect	"cis effect
(higher in mouse)"	"cis effect
(higher in mouse)"	significant cis effect	"cis effect
(higher in mouse)"	1.1095009174631298	0.20700239363770898	0.409736341116599	0.306535903631619	0.0990798802572338	no trans effect	no trans effect	no trans effect	no trans effect	no trans effect	no trans effect	0.306535903631619	0.0930143229264079	0.9911147462268158	no cis/trans int. effect	no cis/trans int. effect
h.1654	chr17	79801874.0	antisense	chr17:79801851..79801939,+	ENSG00000262831.1	lncRNA	1.6255600000000001	m.1466	chr11	120422484.0	no cage activity	no cage activity	no cage activity	lncRNA	no cage activity	tile1	human	lncRNA	1.2745500879823501	1.1801797644774499	1.16260492136504	1.20613772840236	0.39686648844667705	0.6926884848062329	0.534759192969239	0.672351390892269	0.773922846532936	0.00310252789659526	no native effect	no native effect	0.615018214719196	0.0174929494327362	0.7255616275005309	0.0172423117997197	no cis effect	no cis effect	no cis effect	no cis effect	no cis effect	no cis effect	0.7255616275005309	0.10304625245452499	0.7989086068692471	0.17108569908819699	0.40639936127304904	no trans effect	no trans effect	no trans effect	no trans effect	no trans effect	no trans effect	0.17108569908819699	-0.0275512568808847	0.9911147462268158	no cis/trans int. effect	no cis/trans int. effect
h.1656	chr15	59980708.0	antisense	chr15:59980679..59980732,+	ENSG00000259238.1	lncRNA	0.202222	m.1468	chr9	69838092.0	no cage activity	no cage activity	no cage activity	no CAGE activity	no cage activity	tile1	human	CAGE turnover - lncRNA	1.1836546575511	1.03420618937123	0.9299859458753492	0.7498449819069399	0.509413189158899	0.7558860474545559	0.747258751134543	0.839896150092687	-0.666801580660477	0.0837853821473848	no native effect	no native effect	-1.07275318343549	0.0005832129939849549	-0.8527762242896999	0.0385386933955508	no cis effect	no cis effect	no cis effect	no cis effect	no cis effect	no cis effect	-1.07275318343549	0.0413008778335325	0.8964314343515021	0.149094570909094	0.736902461703515	no trans effect	no trans effect	no trans effect	no trans effect	no trans effect	no trans effect	0.149094570909094	0.48134106080764705	0.772890234184207	no cis/trans int. effect	no cis/trans int. effect
h.1658	chr19	12936546.0	antisense	chr19:12936544..12936548,+	ENSG00000267424.1	lncRNA	2.73222	m.1470	chr8	87480062.0	no cage activity	no cage activity	no cage activity	no CAGE activity	no cage activity	tile1	human	CAGE turnover - lncRNA	2.58124878054369	2.68333585046107	0.873281378728559	0.8748837013137719	6.31859960149578e-06	7.755098313226191e-05	0.774312904493237	0.79273922405358	-0.71209163348645	0.00403570485458995	no native effect	no native effect	-0.7392954501977271	0.00267887160125645	-0.8269880265188059	0.00253096703889518	no cis effect	no cis effect	no cis effect	no cis effect	no cis effect	no cis effect	-0.8269880265188059	0.187574288349168	0.39993073983904204	0.128564907563122	0.655138453813864	no trans effect	no trans effect	no trans effect	no trans effect	no trans effect	no trans effect	0.187574288349168	-0.0217282754314761	0.993370428679427	no cis/trans int. effect	no cis/trans int. effect
