cage_id_hg19	cage_id_mm9	tss_name_hg19	tss_name_mm9	biotype_hg19	biotype_mm9	chr_hg19	tss_coord_hg19	strand_hg19	chr_mm9	tss_coord_mm9	strand_mm9	max_cage_hg19	max_cage_mm9	stem_cage_hg19	stem_cage_mm9
chr9:86886391-86886731	chr13:58649059-58649193	chr9:86886391-86886731__POSITIVE	chr13:58649059-58649193__POSITIVE	eRNA	eRNA	chr9	86886619	+	chr13	58649159	+	35.0	17.0	0.0457842	0.0
chr5:87956632-87957169	chr13:83884507-83884899	chr5:87956632-87957169__POSITIVE	chr13:83884507-83884899__POSITIVE	eRNA	eRNA	chr5	87956978	+	chr13	83884832	+	86.0	20.0	0.0862232	0.0
chr5:64422269-64422403	chr13:105308577-105308643	chr5:64422269-64422403__POSITIVE	chr13:105308577-105308643__NEGATIVE	eRNA	eRNA	chr5	64422402	+	chr13	105308600	-	17.0	13.0	0.0	0.062401
chr3:56957686-56958168	chr14:28044027-28044195	chr3:56957686-56958168__POSITIVE	chr14:28044027-28044195__POSITIVE	eRNA	eRNA	chr3	56958129	+	chr14	28044166	+	9.0	42.0	0.0	0.0469749
chr3:16024262-16024670	chr14:32746696-32746917	chr3:16024262-16024670__POSITIVE	chr14:32746696-32746917__POSITIVE	eRNA	eRNA	chr3	16024669	+	chr14	32746916	+	22.0	14.0	0.0	0.07951889999999999
chr13:46761558-46761874	chr14:75572763-75573017	chr13:46761558-46761874__POSITIVE	chr14:75572763-75573017__NEGATIVE	eRNA	eRNA	chr13	46761853	+	chr14	75572774	-	4.0	7.0	0.039043800000000004	0.0
chr13:74709487-74710034	chr14:100685140-100685779	chr13:74709487-74710034__POSITIVE	chr14:100685140-100685779__POSITIVE	eRNA	eRNA	chr13	74709769	+	chr14	100685226	+	216.0	16.0	1.62227	1.7321099999999998
chr8:103549220-103549421	chr15:38129288-38129419	chr8:103549220-103549421__POSITIVE	chr15:38129288-38129419__POSITIVE	eRNA	eRNA	chr8	103549341	+	chr15	38129418	+	12.0	10.0	0.319468	0.0627692
chr8:117466702-117466888	chr15:51432795-51433310	chr8:117466702-117466888__POSITIVE	chr15:51432795-51433310__NEGATIVE	eRNA	eRNA	chr8	117466868	+	chr15	51433067	-	9.0	5.0	0.039043800000000004	0.0
chr8:126372255-126372562	chr15:59427839-59427957	chr8:126372255-126372562__POSITIVE	chr15:59427839-59427957__POSITIVE	eRNA	eRNA	chr8	126372561	+	chr15	59427938	+	8.0	28.0	0.039043800000000004	0.0
chr8:126649729-126649959	chr15:59654865-59655243	chr8:126649729-126649959__POSITIVE	chr15:59654865-59655243__NEGATIVE	eRNA	eRNA	chr8	126649923	+	chr15	59654927	-	24.0	8.0	0.030463999999999998	0.12754100000000002
chr8:134387761-134388081	chr15:66870989-66871473	chr8:134387761-134388081__POSITIVE	chr15:66870989-66871473__POSITIVE	eRNA	eRNA	chr8	134388042	+	chr15	66871099	+	24.0	289.0	0.0285395	0.223017
chr22:37428831-37429188	chr15:78247510-78247709	chr22:37428831-37429188__POSITIVE	chr15:78247510-78247709__NEGATIVE	eRNA	eRNA	chr22	37428980	+	chr15	78247512	-	9.0	19.0	0.0720219	0.0
chr22:46472616-46472825	chr15:85506232-85506610	chr22:46472616-46472825__POSITIVE	chr15:85506232-85506610__POSITIVE	eRNA	eRNA	chr22	46472703	+	chr15	85506422	+	4.0	28.0	0.0720219	0.0
chr22:50331571-50331948	chr15:88670559-88670949	chr22:50331571-50331948__POSITIVE	chr15:88670559-88670949__POSITIVE	eRNA	eRNA	chr22	50331867	+	chr15	88670766	+	8.0	5.0	0.0	0.0339681
chr12:52257879-52258204	chr15:100923517-100923918	chr12:52257879-52258204__POSITIVE	chr15:100923517-100923918__POSITIVE	eRNA	eRNA	chr12	52258180	+	chr15	100923697	+	17.0	16.0	0.31449299999999997	1.45698
chr12:54149784-54149995	chr15:102582574-102582901	chr12:54149784-54149995__POSITIVE	chr15:102582574-102582901__POSITIVE	eRNA	eRNA	chr12	54149888	+	chr15	102582855	+	85.0	13.0	0.172897	0.0
chr12:54959600-54959682	chr15:103349118-103349324	chr12:54959600-54959682__POSITIVE	chr15:103349118-103349324__POSITIVE	eRNA	eRNA	chr12	54959681	+	chr15	103349323	+	6.0	6.0	0.256605	0.14512
chr3:185482318-185482647	chr16:22118863-22119943	chr3:185482318-185482647__POSITIVE	chr16:22118863-22119943__POSITIVE	eRNA	eRNA	chr3	185482611	+	chr16	22119201	+	73.0	136.0	0.030463999999999998	0.016984
chr3:190335085-190335347	chr16:26689881-26690076	chr3:190335085-190335347__POSITIVE	chr16:26689881-26690076__POSITIVE	eRNA	eRNA	chr3	190335266	+	chr16	26690075	+	113.0	3.0	0.0344893	0.0
chr3:193807302-193807696	chr16:30024779-30025094	chr3:193807302-193807696__POSITIVE	chr16:30024779-30025094__NEGATIVE	eRNA	eRNA	chr3	193807631	+	chr16	30024813	-	74.0	34.0	0.030463999999999998	0.0
chr21:35574029-35574459	chr16:92158795-92159179	chr21:35574029-35574459__POSITIVE	chr16:92158795-92159179__POSITIVE	eRNA	eRNA	chr21	35574414	+	chr16	92158958	+	59.0	69.0	0.28981	0.0785635
chr19:52192085-52192767	chr17:17963434-17964194	chr19:52192085-52192767__POSITIVE	chr17:17963434-17964194__POSITIVE	eRNA	eRNA	chr19	52192432	+	chr17	17963882	+	480.0	370.0	0.538459	0.177152
chr5:172234136-172234644	chr17:26675030-26675318	chr5:172234136-172234644__POSITIVE	chr17:26675030-26675318__POSITIVE	eRNA	eRNA	chr5	172234436	+	chr17	26675275	+	1095.0	155.0	0.211383	0.146501
chr6:32075999-32076179	chr17:34798049-34798713	chr6:32075999-32076179__POSITIVE	chr17:34798049-34798713__POSITIVE	eRNA	eRNA	chr6	32076157	+	chr17	34798368	+	37.0	26.0	0.0	0.134332
chr6:41512989-41513289	chr17:48062381-48062499	chr6:41512989-41513289__POSITIVE	chr17:48062381-48062499__POSITIVE	eRNA	eRNA	chr6	41513288	+	chr17	48062498	+	9.0	18.0	0.0	0.0302694
chr19:6802447-6802718	chr17:57430323-57430664	chr19:6802447-6802718__POSITIVE	chr17:57430323-57430664__POSITIVE	eRNA	eRNA	chr19	6802618	+	chr17	57430455	+	71.0	39.0	0.0720219	0.0
chr2:42217488-42217883	chr17:83564450-83564752	chr2:42217488-42217883__POSITIVE	chr17:83564450-83564752__POSITIVE	eRNA	eRNA	chr2	42217638	+	chr17	83564751	+	4.0	4.0	0.0	0.0455248
chr2:42328958-42329862	chr17:83676540-83676974	chr2:42328958-42329862__POSITIVE	chr17:83676540-83676974__POSITIVE	eRNA	eRNA	chr2	42329550	+	chr17	83676904	+	10.0	41.0	0.060572400000000005	0.0313543
chr2:47418967-47419222	chr17:87858783-87858965	chr2:47418967-47419222__POSITIVE	chr17:87858783-87858965__POSITIVE	eRNA	eRNA	chr2	47419221	+	chr17	87858892	+	47.0	52.0	0.0	0.0582683
chr18:32291109-32291369	chr18:23656955-23657136	chr18:32291109-32291369__POSITIVE	chr18:23656955-23657136__NEGATIVE	eRNA	eRNA	chr18	32291199	+	chr18	23656956	-	21.0	12.0	0.0	0.126422
chr5:137827710-137828119	chr18:35046963-35047337	chr5:137827710-137828119__POSITIVE	chr18:35046963-35047337__POSITIVE	eRNA	eRNA	chr5	137827872	+	chr18	35047120	+	420.0	84.0	1.0364200000000001	1.49807
chr18:12317654-12318000	chr18:67556262-67556433	chr18:12317654-12318000__POSITIVE	chr18:67556262-67556433__POSITIVE	eRNA	eRNA	chr18	12317941	+	chr18	67556429	+	26.0	7.0	0.0	0.0296226
chr18:46458611-46458800	chr18:75544734-75544865	chr18:46458611-46458800__POSITIVE	chr18:75544734-75544865__NEGATIVE	eRNA	eRNA	chr18	46458775	+	chr18	75544762	-	14.0	35.0	0.0	0.0494116
chr18:42087773-42088135	chr18:79490482-79490744	chr18:42087773-42088135__POSITIVE	chr18:79490482-79490744__POSITIVE	eRNA	eRNA	chr18	42088134	+	chr18	79490649	+	8.0	29.0	0.039043800000000004	0.0
chr18:77163451-77163662	chr18:80901638-80901791	chr18:77163451-77163662__POSITIVE	chr18:80901638-80901791__POSITIVE	eRNA	eRNA	chr18	77163547	+	chr18	80901679	+	10.0	13.0	0.0459513	0.0
chr11:65076655-65076852	chr19:5929631-5929952	chr11:65076655-65076852__POSITIVE	chr19:5929631-5929952__NEGATIVE	eRNA	eRNA	chr11	65076719	+	chr19	5929653	-	10.0	146.0	0.0290159	0.016984
chr11:62321348-62321821	chr19:9057254-9057701	chr11:62321348-62321821__POSITIVE	chr19:9057254-9057701__POSITIVE	eRNA	eRNA	chr11	62321551	+	chr19	9057467	+	12.0	30.0	0.0	0.0483383
chr10:95205346-95205630	chr19:38089940-38090374	chr10:95205346-95205630__POSITIVE	chr19:38089940-38090374__POSITIVE	eRNA	eRNA	chr10	95205615	+	chr19	38090289	+	119.0	12.0	1.77347	0.0
chr10:6243287-6243821	chr2:11424768-11425055	chr10:6243287-6243821__POSITIVE	chr2:11424768-11425055__POSITIVE	eRNA	eRNA	chr10	6243682	+	chr2	11424885	+	140.0	295.0	0.152411	0.516691
chr10:25079717-25079892	chr2:20932036-20932346	chr10:25079717-25079892__POSITIVE	chr2:20932036-20932346__POSITIVE	eRNA	eRNA	chr10	25079891	+	chr2	20932345	+	21.0	14.0	0.0720219	0.0
chr9:139445894-139446087	chr2:26363183-26363437	chr9:139445894-139446087__POSITIVE	chr2:26363183-26363437__POSITIVE	eRNA	eRNA	chr9	139445990	+	chr2	26363248	+	26.0	120.0	0.143663	0.193072
chr9:139550372-139550684	chr2:26434028-26434331	chr9:139550372-139550684__POSITIVE	chr2:26434028-26434331__POSITIVE	eRNA	eRNA	chr9	139550652	+	chr2	26434290	+	27.0	35.0	0.0172446	0.07213430000000001
chr9:130328926-130329278	chr2:32733907-32734569	chr9:130328926-130329278__POSITIVE	chr2:32733907-32734569__POSITIVE	eRNA	eRNA	chr9	130329091	+	chr2	32734094	+	41.0	36.0	0.0731346	0.048104
chr2:145461218-145461913	chr2:45135006-45135341	chr2:145461218-145461913__POSITIVE	chr2:45135006-45135341__NEGATIVE	eRNA	eRNA	chr2	145461671	+	chr2	45135007	-	9.0	30.0	0.039043800000000004	0.0
chr2:157191997-157192231	chr2:56969739-56970169	chr2:157191997-157192231__POSITIVE	chr2:56969739-56970169__POSITIVE	eRNA	eRNA	chr2	157192227	+	chr2	56970095	+	47.0	7.0	0.039043800000000004	0.0
chr11:43578931-43579597	chr2:94103774-94104050	chr11:43578931-43579597__POSITIVE	chr2:94103774-94104050__NEGATIVE	eRNA	eRNA	chr11	43579582	+	chr2	94103775	-	16.0	6.0	0.0720219	0.015794299999999997
chr11:43569506-43569887	chr2:94113451-94113568	chr11:43569506-43569887__POSITIVE	chr2:94113451-94113568__POSITIVE	eRNA	eRNA	chr11	43569886	+	chr2	94113567	+	20.0	22.0	0.06910930000000001	0.0758645
chr11:32915475-32916456	chr2:104655695-104656209	chr11:32915475-32916456__POSITIVE	chr2:104655695-104656209__POSITIVE	eRNA	eRNA	chr11	32915963	+	chr2	104655765	+	63.0	30.0	1.45862	0.35473000000000005
chr15:34627277-34627936	chr2:112107902-112108388	chr15:34627277-34627936__POSITIVE	chr2:112107902-112108388__POSITIVE	eRNA	eRNA	chr15	34627597	+	chr2	112108295	+	36.0	42.0	0.0	0.0663957
chr20:1869680-1870159	chr2:129413602-129414028	chr20:1869680-1870159__POSITIVE	chr2:129413602-129414028__POSITIVE	eRNA	eRNA	chr20	1870010	+	chr2	129413991	+	246.0	58.0	0.0	0.299345
chr20:34356129-34356371	chr2:156016217-156016476	chr20:34356129-34356371__POSITIVE	chr2:156016217-156016476__POSITIVE	eRNA	eRNA	chr20	34356216	+	chr2	156016475	+	164.0	16.0	0.0172446	0.0314592
chr20:46115894-46116142	chr2:165808086-165808427	chr20:46115894-46116142__POSITIVE	chr2:165808086-165808427__POSITIVE	eRNA	eRNA	chr20	46116141	+	chr2	165808179	+	25.0	112.0	0.0285395	2.24766
chr3:177075253-177075542	chr3:21837057-21837242	chr3:177075253-177075542__POSITIVE	chr3:21837057-21837242__POSITIVE	eRNA	eRNA	chr3	177075541	+	chr3	21837241	+	8.0	29.0	0.0574133	0.0314592
chr3:169379831-169380308	chr3:30407180-30407489	chr3:169379831-169380308__POSITIVE	chr3:30407180-30407489__NEGATIVE	eRNA	eRNA	chr3	169379999	+	chr3	30407380	-	20.0	74.0	0.197174	0.061119500000000014
chr4:139875082-139875464	chr3:51001050-51001432	chr4:139875082-139875464__POSITIVE	chr3:51001050-51001432__POSITIVE	eRNA	eRNA	chr4	139875370	+	chr3	51001355	+	14.0	3.0	0.0	0.0327783
chr4:140656102-140656508	chr3:51505261-51505590	chr4:140656102-140656508__POSITIVE	chr3:51505261-51505590__POSITIVE	eRNA	eRNA	chr4	140656332	+	chr3	51505589	+	20.0	15.0	0.0720344	0.0
chr1:151485676-151485841	chr3:94587928-94588286	chr1:151485676-151485841__POSITIVE	chr3:94587928-94588286__POSITIVE	eRNA	eRNA	chr1	151485785	+	chr3	94588285	+	108.0	12.0	0.335721	0.0299649
chr1:117367696-117367920	chr3:101016856-101017004	chr1:117367696-117367920__POSITIVE	chr3:101016856-101017004__POSITIVE	eRNA	eRNA	chr1	117367862	+	chr3	101017003	+	14.0	20.0	0.252282	0.151719
chr1:110160052-110160461	chr3:107891671-107891947	chr1:110160052-110160461__POSITIVE	chr3:107891671-107891947__POSITIVE	eRNA	eRNA	chr1	110160284	+	chr3	107891946	+	10.0	12.0	0.0285395	0.016984
chr1:93914812-93914954	chr3:122321493-122321678	chr1:93914812-93914954__POSITIVE	chr3:122321493-122321678__POSITIVE	eRNA	eRNA	chr1	93914886	+	chr3	122321565	+	22.0	72.0	2.77973	0.5248510000000001
chr4:114389425-114389805	chr3:126534340-126534726	chr4:114389425-114389805__POSITIVE	chr3:126534340-126534726__POSITIVE	eRNA	eRNA	chr4	114389585	+	chr3	126534620	+	53.0	49.0	0.293381	0.0
chr4:102200557-102200885	chr3:136388263-136388837	chr4:102200557-102200885__POSITIVE	chr3:136388263-136388837__POSITIVE	eRNA	eRNA	chr4	102200878	+	chr3	136388354	+	568.0	15.0	0.0344893	0.0
chr9:34986458-34986973	chr4:42959661-42960155	chr9:34986458-34986973__POSITIVE	chr4:42959661-42960155__POSITIVE	eRNA	eRNA	chr9	34986660	+	chr4	42959890	+	32.0	9.0	0.0316394	0.0
chr9:37371196-37371387	chr4:44952791-44952967	chr9:37371196-37371387__POSITIVE	chr4:44952791-44952967__POSITIVE	eRNA	eRNA	chr9	37371328	+	chr4	44952935	+	111.0	9.0	0.0	0.0494116
chr9:107730510-107730878	chr4:53208984-53209292	chr9:107730510-107730878__POSITIVE	chr4:53208984-53209292__POSITIVE	eRNA	eRNA	chr9	107730847	+	chr4	53209078	+	117.0	142.0	0.443382	0.441093
chr9:110512153-110512586	chr4:55743294-55743455	chr9:110512153-110512586__POSITIVE	chr4:55743294-55743455__POSITIVE	eRNA	eRNA	chr9	110512251	+	chr4	55743425	+	247.0	14.0	0.100087	0.0
chr9:111774521-111775173	chr4:56877051-56877438	chr9:111774521-111775173__POSITIVE	chr4:56877051-56877438__NEGATIVE	eRNA	eRNA	chr9	111774732	+	chr4	56877052	-	217.0	9.0	0.0172446	0.0327783
chr9:112091755-112092133	chr4:57166433-57166658	chr9:112091755-112092133__POSITIVE	chr4:57166433-57166658__POSITIVE	eRNA	eRNA	chr9	112091848	+	chr4	57166558	+	7.0	22.0	0.0172446	0.044135400000000005
chr9:113490447-113490547	chr4:58339672-58339879	chr9:113490447-113490547__POSITIVE	chr4:58339672-58339879__POSITIVE	eRNA	eRNA	chr9	113490521	+	chr4	58339867	+	101.0	6.0	0.77584	0.0
chr9:14320331-14320603	chr4:82156604-82156947	chr9:14320331-14320603__POSITIVE	chr4:82156604-82156947__POSITIVE	eRNA	eRNA	chr9	14320438	+	chr4	82156758	+	19.0	10.0	0.0172446	0.06145
chr1:48936089-48936471	chr4:111393895-111394312	chr1:48936089-48936471__POSITIVE	chr4:111393895-111394312__NEGATIVE	eRNA	eRNA	chr1	48936364	+	chr4	111393916	-	14.0	234.0	0.0	0.0469749
chr1:39547903-39548129	chr4:123363642-123363698	chr1:39547903-39548129__POSITIVE	chr4:123363642-123363698__POSITIVE	eRNA	eRNA	chr1	39548060	+	chr4	123363696	+	21.0	13.0	0.0	0.0592453
chr1:36839449-36839891	chr4:125787677-125788351	chr1:36839449-36839891__POSITIVE	chr4:125787677-125788351__POSITIVE	eRNA	eRNA	chr1	36839625	+	chr4	125788276	+	624.0	48.0	0.12830999999999998	0.0296226
chr1:33457914-33458607	chr4:128709827-128710206	chr1:33457914-33458607__POSITIVE	chr4:128709827-128710206__POSITIVE	eRNA	eRNA	chr1	33458384	+	chr4	128710205	+	79.0	15.0	0.0287066	0.0
chr1:33225056-33225508	chr4:128909907-128910271	chr1:33225056-33225508__POSITIVE	chr4:128909907-128910271__POSITIVE	eRNA	eRNA	chr1	33225257	+	chr4	128910131	+	35.0	2.0	0.1628	0.16968
chr1:32405536-32405898	chr4:129495887-129496227	chr1:32405536-32405898__POSITIVE	chr4:129495887-129496227__POSITIVE	eRNA	eRNA	chr1	32405691	+	chr4	129496034	+	34.0	6.0	0.0172446	0.0283411
chr1:26907360-26907709	chr4:133398997-133399252	chr1:26907360-26907709__POSITIVE	chr4:133398997-133399252__POSITIVE	eRNA	eRNA	chr1	26907680	+	chr4	133399242	+	19.0	20.0	0.0	0.0607772
chr1:12233600-12234159	chr4:144830664-144831166	chr1:12233600-12234159__POSITIVE	chr4:144830664-144831166__POSITIVE	eRNA	eRNA	chr1	12233986	+	chr4	144830843	+	106.0	24.0	0.0720219	0.0
chr7:152160715-152161193	chr5:25035308-25035987	chr7:152160715-152161193__POSITIVE	chr5:25035308-25035987__POSITIVE	eRNA	eRNA	chr7	152161118	+	chr5	25035612	+	477.0	963.0	0.7538699999999999	7.490989999999999
chr2:28498872-28499304	chr5:32338093-32338444	chr2:28498872-28499304__POSITIVE	chr5:32338093-32338444__POSITIVE	eRNA	eRNA	chr2	28499081	+	chr5	32338287	+	35.0	11.0	0.0	0.0297305
chr12:111842634-111842962	chr5:122287519-122288148	chr12:111842634-111842962__POSITIVE	chr5:122287519-122288148__POSITIVE	eRNA	eRNA	chr12	111842802	+	chr5	122287748	+	464.0	255.0	1.51283	2.49515
chr12:111218381-111218520	chr5:122595401-122595693	chr12:111218381-111218520__POSITIVE	chr5:122595401-122595693__POSITIVE	eRNA	eRNA	chr12	111218519	+	chr5	122595670	+	3.0	73.0	0.0	0.167831
chr13:28534904-28535178	chr5:148111294-148111624	chr13:28534904-28535178__POSITIVE	chr5:148111294-148111624__NEGATIVE	eRNA	eRNA	chr13	28535177	+	chr5	148111295	-	19.0	4.0	0.0631959	0.0
chr7:94286949-94287416	chr6:4698980-4699057	chr7:94286949-94287416__POSITIVE	chr6:4698980-4699057__POSITIVE	eRNA	eRNA	chr7	94287110	+	chr6	4699050	+	27.0	7.0	0.15422	0.137679
chr4:90215736-90216024	chr6:59362614-59362980	chr4:90215736-90216024__POSITIVE	chr6:59362614-59362980__NEGATIVE	eRNA	eRNA	chr4	90215899	+	chr6	59362615	-	28.0	37.0	0.0731346	0.0
chr2:74408934-74409182	chr6:83273667-83273885	chr2:74408934-74409182__POSITIVE	chr6:83273667-83273885__POSITIVE	eRNA	eRNA	chr2	74409181	+	chr6	83273884	+	10.0	14.0	0.0562885	0.014170600000000004
chr3:126721076-126721245	chr6:89295082-89295254	chr3:126721076-126721245__POSITIVE	chr6:89295082-89295254__POSITIVE	eRNA	eRNA	chr3	126721182	+	chr6	89295133	+	251.0	27.0	0.030463999999999998	0.0
chr3:4866672-4866828	chr6:108481731-108481902	chr3:4866672-4866828__POSITIVE	chr6:108481731-108481902__POSITIVE	eRNA	eRNA	chr3	4866785	+	chr6	108481825	+	9.0	15.0	0.0	0.061211199999999986
chr3:4892426-4892911	chr6:108503642-108503999	chr3:4892426-4892911__POSITIVE	chr6:108503642-108503999__NEGATIVE	eRNA	eRNA	chr3	4892759	+	chr6	108503721	-	14.0	5.0	0.039043800000000004	0.0
chr3:5054958-5055470	chr6:108647353-108647813	chr3:5054958-5055470__POSITIVE	chr6:108647353-108647813__POSITIVE	eRNA	eRNA	chr3	5055114	+	chr6	108647651	+	59.0	15.0	0.174262	0.015794299999999997
chr12:4252128-4252433	chr6:127195930-127196173	chr12:4252128-4252433__POSITIVE	chr6:127195930-127196173__POSITIVE	eRNA	eRNA	chr12	4252216	+	chr6	127196058	+	35.0	194.0	0.0	0.0777613
chr12:13025126-13025347	chr6:134990327-134990530	chr12:13025126-13025347__POSITIVE	chr6:134990327-134990530__POSITIVE	eRNA	eRNA	chr12	13025246	+	chr6	134990371	+	927.0	8.0	0.041059899999999996	0.169249
chr12:14410616-14411017	chr6:136417086-136417467	chr12:14410616-14411017__POSITIVE	chr6:136417086-136417467__NEGATIVE	eRNA	eRNA	chr12	14411009	+	chr6	136417087	-	28.0	39.0	0.344908	0.231438
chr12:27484254-27484540	chr6:146742119-146742318	chr12:27484254-27484540__POSITIVE	chr6:146742119-146742318__POSITIVE	eRNA	eRNA	chr12	27484465	+	chr6	146742315	+	75.0	13.0	0.0558899	0.113544
chr19:59049687-59049971	chr7:13608559-13608817	chr19:59049687-59049971__POSITIVE	chr7:13608559-13608817__POSITIVE	eRNA	eRNA	chr19	59049860	+	chr7	13608688	+	35.0	136.0	1.0992	3.7174
chr19:46803943-46804533	chr7:17643478-17643889	chr19:46803943-46804533__POSITIVE	chr7:17643478-17643889__POSITIVE	eRNA	eRNA	chr19	46804291	+	chr7	17643865	+	16.0	48.0	0.027840499999999997	0.065206
chr19:46011701-46012269	chr7:19855725-19856167	chr19:46011701-46012269__POSITIVE	chr7:19855725-19856167__POSITIVE	eRNA	eRNA	chr19	46011936	+	chr7	19856046	+	29.0	73.0	0.0995407	0.242844
chr19:42964614-42965000	chr7:26218022-26218109	chr19:42964614-42965000__POSITIVE	chr7:26218022-26218109__POSITIVE	eRNA	eRNA	chr19	42964999	+	chr7	26218093	+	9.0	28.0	0.06665800000000001	0.675161
chr19:36400295-36400642	chr7:31197698-31198180	chr19:36400295-36400642__POSITIVE	chr7:31197698-31198180__NEGATIVE	eRNA	eRNA	chr19	36400484	+	chr7	31197793	-	34.0	190.0	0.0	0.0627692
chr19:35763394-35763606	chr7:31738371-31738798	chr19:35763394-35763606__POSITIVE	chr7:31738371-31738798__POSITIVE	eRNA	eRNA	chr19	35763562	+	chr7	31738678	+	27.0	38.0	0.0172446	0.03112
chr19:34396925-34397389	chr7:35355665-35355885	chr19:34396925-34397389__POSITIVE	chr7:35355665-35355885__POSITIVE	eRNA	eRNA	chr19	34397053	+	chr7	35355884	+	102.0	17.0	1.4943	0.6265850000000001
chr19:34310855-34311133	chr7:35415822-35415952	chr19:34310855-34311133__POSITIVE	chr7:35415822-35415952__POSITIVE	eRNA	eRNA	chr19	34311042	+	chr7	35415949	+	72.0	7.0	0.027840499999999997	0.433915
chr11:19736892-19737150	chr7:56503933-56504136	chr11:19736892-19737150__POSITIVE	chr7:56503933-56504136__POSITIVE	eRNA	eRNA	chr11	19737149	+	chr7	56504113	+	9.0	15.0	0.0	0.0437932
chr15:101253659-101254026	chr7:73725604-73725666	chr15:101253659-101254026__POSITIVE	chr7:73725604-73725666__POSITIVE	eRNA	eRNA	chr15	101254025	+	chr7	73725634	+	9.0	6.0	0.0558899	0.0
chr15:93363497-93364154	chr7:80751733-80752036	chr15:93363497-93364154__POSITIVE	chr7:80751733-80752036__POSITIVE	eRNA	eRNA	chr15	93363758	+	chr7	80751933	+	1571.0	143.0	1.7048900000000002	2.22529
chr15:80786706-80787081	chr7:91478016-91478054	chr15:80786706-80787081__POSITIVE	chr7:91478016-91478054__POSITIVE	eRNA	eRNA	chr15	80786817	+	chr7	91478053	+	3.0	14.0	0.0344893	0.0
chr10:134221496-134221692	chr7:146444106-146444336	chr10:134221496-134221692__POSITIVE	chr7:146444106-146444336__POSITIVE	eRNA	eRNA	chr10	134221674	+	chr7	146444292	+	35.0	15.0	0.564294	0.0
chr11:69451342-69451588	chr7:152129238-152129443	chr11:69451342-69451588__POSITIVE	chr7:152129238-152129443__POSITIVE	eRNA	eRNA	chr11	69451444	+	chr7	152129440	+	145.0	10.0	0.836018	0.990261
chr13:110787215-110787446	chr8:11183645-11183870	chr13:110787215-110787446__POSITIVE	chr8:11183645-11183870__POSITIVE	eRNA	eRNA	chr13	110787445	+	chr8	11183865	+	7.0	13.0	0.268505	0.0
chr8:41908079-41908836	chr8:23971010-23971365	chr8:41908079-41908836__POSITIVE	chr8:23971010-23971365__NEGATIVE	eRNA	eRNA	chr8	41908548	+	chr8	23971061	-	144.0	21.0	0.108552	0.0456297
chr16:49900569-49900918	chr8:90491845-90492052	chr16:49900569-49900918__POSITIVE	chr8:90491845-90492052__NEGATIVE	eRNA	eRNA	chr16	49900917	+	chr8	90491846	-	9.0	21.0	0.0	0.306416
chr16:85650361-85650613	chr8:123064105-123064247	chr16:85650361-85650613__POSITIVE	chr8:123064105-123064247__POSITIVE	eRNA	eRNA	chr16	85650478	+	chr8	123064223	+	7.0	13.0	0.0	0.0286457
chr1:228972324-228972426	chr8:126239795-126240090	chr1:228972324-228972426__POSITIVE	chr8:126239795-126240090__POSITIVE	eRNA	eRNA	chr1	228972364	+	chr8	126239998	+	24.0	20.0	0.0	0.0639589
chr1:234908151-234908764	chr8:129223393-129223609	chr1:234908151-234908764__POSITIVE	chr8:129223393-129223609__POSITIVE	eRNA	eRNA	chr1	234908329	+	chr8	129223591	+	1379.0	53.0	0.0558899	0.0494116
chr11:128445940-128446213	chr9:32454210-32454636	chr11:128445940-128446213__POSITIVE	chr9:32454210-32454636__POSITIVE	eRNA	eRNA	chr11	128446159	+	chr9	32454604	+	8.0	12.0	0.0287066	0.0
chr11:121353016-121353670	chr9:41905151-41905381	chr11:121353016-121353670__POSITIVE	chr9:41905151-41905381__POSITIVE	eRNA	eRNA	chr11	121353355	+	chr9	41905380	+	279.0	20.0	0.0562885	0.0
chr11:119562613-119562997	chr9:43585872-43586151	chr11:119562613-119562997__POSITIVE	chr9:43585872-43586151__NEGATIVE	eRNA	eRNA	chr11	119562947	+	chr9	43585922	-	12.0	11.0	0.0	0.06145
chr11:115372753-115373113	chr9:47340353-47340795	chr11:115372753-115373113__POSITIVE	chr9:47340353-47340795__POSITIVE	eRNA	eRNA	chr11	115373001	+	chr9	47340554	+	4.0	14.0	0.0953323	0.109788
chr11:112752270-112752453	chr9:49681790-49682037	chr11:112752270-112752453__POSITIVE	chr9:49681790-49682037__POSITIVE	eRNA	eRNA	chr11	112752399	+	chr9	49681958	+	48.0	47.0	0.014621100000000001	0.14016099999999998
chr15:75747348-75747533	chr9:56920474-56920613	chr15:75747348-75747533__POSITIVE	chr9:56920474-56920613__POSITIVE	eRNA	eRNA	chr15	75747434	+	chr9	56920612	+	95.0	7.0	0.7771100000000001	0.0922741
chr15:75470847-75471095	chr9:57129539-57129655	chr15:75470847-75471095__POSITIVE	chr9:57129539-57129655__POSITIVE	eRNA	eRNA	chr15	75470976	+	chr9	57129654	+	28.0	13.0	0.31233099999999997	0.07701000000000001
chr15:74689389-74689592	chr9:57821591-57821826	chr15:74689389-74689592__POSITIVE	chr9:57821591-57821826__POSITIVE	eRNA	eRNA	chr15	74689502	+	chr9	57821825	+	16.0	4.0	0.0562885	0.0
chr15:74677413-74677899	chr9:57835948-57836243	chr15:74677413-74677899__POSITIVE	chr9:57835948-57836243__NEGATIVE	eRNA	eRNA	chr15	74677658	+	chr9	57835949	-	256.0	2.0	0.0	0.06114550000000001
