hg19_id	mm9_id	cage_id_hg19	cage_id_mm9	name_peak_hg19	name_peak_mm9	biotype_hg19	biotype_mm9	minimal_biotype_hg19	minimal_biotype_mm9	chr_tss_hg19	start_tss_hg19	end_tss_hg19	strand_tss_hg19	chr_tss_mm9	start_tss_mm9	end_tss_mm9	strand_tss_mm9	avg_exp_hg19	avg_exp_mm9	stem_exp_hg19	stem_exp_mm9	max_cage_hg19	max_cage_mm9	orig_species	har	tss_tile_num_max_hg19	tss_tile_num_max_mm9	n_tiles_hg19	n_tiles_mm9	tile_match
h.1618	m.1430	chr18:74203710..74203737,+	no cage activity	ENSG00000265778.1	no cage activity	antisense	no cage activity	lncRNA	no CAGE activity	chr18	74203733	74203734	+	chr18	83083755	83083756	-	0.12	no cage activity	0.107778	no cage activity	311.0	8.0	human	False	tile1		1.0		
h.1619	m.1431	chr11:18728013..18728061,+	no cage activity	ENSG00000254966.1	no cage activity	antisense	no cage activity	lncRNA	no CAGE activity	chr11	18728027	18728028	+	chr7	54313689	54313690	+	1.03	no cage activity	0.9711110000000001	no cage activity	1365.0	7.0	human	False	tile1		1.0		
h.1620	m.1432	chr12:28343838..28343865,-	no cage activity	ENSG00000247934.3	no cage activity	antisense	no cage activity	lncRNA	lncRNA	chr12	28343844	28343845	-	chr6	147424752	147424753	-	0.56	no cage activity	0.0744444	no cage activity	1332.0	556.0	human	False	tile1	tile1	2.0	2.0	tile1:tile1
h.1621	m.1433	chr1:154934294..154934322,+	no cage activity	ENSG00000271380.1	no cage activity	antisense	no cage activity	other	other	chr1	154934305	154934306	+	chr3	89234297	89234298	-	0.78	no cage activity	0.286667	no cage activity	1004.0	12.0	human	False	tile2	tile1	1.0	2.0	tile1:tile2
h.1622	m.1434	chr2:8820995..8821000,-	no cage activity	ENSG00000235092.1	no cage activity	antisense	no cage activity	other	other	chr2	8820998	8820999	-	chr12	25781930	25781931	+	0.03	no cage activity	0.0877778	no cage activity	242.0	13.0	human	False	tile1	tile2	2.0	2.0	tile1:tile2
h.1623	m.1435	chr17:56401916..56401926,+	no cage activity	ENSG00000265148.1	no cage activity	antisense	no cage activity	other	no CAGE activity	chr17	56401921	56401922	+	chr11	87578136	87578137	-	0.05	no cage activity	0.0444444	no cage activity	284.0	6.0	human	False		tile2		1.0	
h.1624	m.1436	chr2:73340119..73340146,+	no cage activity	ENSG00000272702.1	no cage activity	antisense	no cage activity	lncRNA	lncRNA	chr2	73340139	73340140	+	chr6	85324737	85324738	+	0.45	no cage activity	0.394444	no cage activity	952.0	15.0	human	False					
h.1625	m.1437	chr2:178128451..178128470,+	no cage activity	ENSG00000222043.2	no cage activity	antisense	no cage activity	lncRNA	lncRNA	chr2	178128464	178128465	+	chr2	75541744	75541745	+	0.37	no cage activity	0.238889	no cage activity	2121.0	48.0	human	False	tile1	tile2	2.0	2.0	tile1:tile2
h.1626	m.1438	chr1:201979533..201979552,-	no cage activity	ENSG00000234678.1	no cage activity	antisense	no cage activity	lncRNA	lncRNA	chr1	201979546	201979547	-	chr1	137155236	137155237	+	0.13	no cage activity	0.49555600000000005	no cage activity	272.0	11.0	human	False	tile1	tile2	2.0	2.0	tile1:tile2
h.1627	m.1439	chr11:71159685..71159742,+	no cage activity	ENSG00000254682.1	no cage activity	antisense	no cage activity	lncRNA	lncRNA	chr11	71159716	71159717	+	chr7	151015885	151015886	-	3.35	no cage activity	3.22111	no cage activity	2961.0	134.0	human	False	tile2	tile2	1.0	2.0	tile2:tile2
h.1628	m.1440	chr14:60716181..60716209,-	no cage activity	ENSG00000254718.2	no cage activity	antisense	no cage activity	lncRNA	lncRNA	chr14	60716184	60716185	-	chr12	73862455	73862456	-	0.3	no cage activity	0.9377780000000001	no cage activity	382.0	16.0	human	False	tile1		1.0		
h.1629	m.1441	chr12:69080590..69080644,-	no cage activity	ENSG00000247363.2	no cage activity	antisense	no cage activity	lncRNA	no CAGE activity	chr12	69080595	69080596	-	chr10	117229910	117229911	+	0.91	no cage activity	1.49222	no cage activity	970.0	3.0	human	False	tile2	tile2	2.0	2.0	tile2:tile2
h.1630	m.1442	chr19:46271605..46271626,+	no cage activity	ENSG00000267395.1	no cage activity	antisense	no cage activity	other	other	chr19	46271612	46271613	+	chr7	19680453	19680454	-	0.44	no cage activity	1.62778	no cage activity	1065.0	27.0	human	False	tile2	tile2	1.0	1.0	tile2:tile2
h.1631	m.1443	chr2:56412041..56412059,-	no cage activity	ENSG00000233251.3	no cage activity	antisense	no cage activity	other	other	chr2	56412051	56412052	-	chr11	28483263	28483264	+	0.31	no cage activity	0.057777800000000004	no cage activity	372.0	29.0	human	False	tile1	tile2	2.0	2.0	tile1:tile2
h.1632	m.1444	chr11:71159566..71159583,+	no cage activity	ENSG00000254682.1	no cage activity	antisense	no cage activity	lncRNA	lncRNA	chr11	71159573	71159574	+	chr7	151015993	151015994	-	0.5	no cage activity	0.22	no cage activity	3404.0	18.0	human	False	tile2	tile1	2.0	2.0	tile1:tile2
h.1633	m.1445	chr6:19839318..19839332,-	no cage activity	ENSG00000226786.2	no cage activity	antisense	no cage activity	lncRNA	no CAGE activity	chr6	19839323	19839324	-	chr13	48358203	48358204	-	0.17	no cage activity	0.957778	no cage activity	596.0	6.0	human	False	tile1	tile1	2.0	2.0	tile1:tile1
h.1634	m.1446	chr10:17276719..17276781,-	no cage activity	ENSG00000234961.1	no cage activity	antisense	no cage activity	lncRNA	lncRNA	chr10	17276762	17276763	-	chr2	13501118	13501119	-	8.87	no cage activity	0.904444	no cage activity	5192.0	194.0	human	False	tile1	tile1	2.0	2.0	tile1:tile1
h.1635	m.1447	chr7:143104901..143104917,+	no cage activity	ENSG00000229153.1	no cage activity	antisense	no cage activity	lncRNA	lncRNA	chr7	143104907	143104908	+	chr6	42322374	42322375	+	0.13	no cage activity	0.312222	no cage activity	270.0	33.0	human	False	tile1		2.0		
h.1636	m.1448	chr9:8858181..8858195,+	no cage activity	ENSG00000225706.1	no cage activity	antisense	no cage activity	other	other	chr9	8858189	8858190	+	chr4	76095908	76095909	+	0.11	no cage activity	0.057777800000000004	no cage activity	320.0	28.0	human	False	tile1		2.0		
h.1637	m.1449	chr9:77114385..77114400,-	no cage activity	ENSG00000224825.2	no cage activity	antisense	no cage activity	lncRNA	no CAGE activity	chr9	77114390	77114391	-	chr19	19183697	19183698	+	0.16	no cage activity	0.028888900000000002	no cage activity	425.0	2.0	human	False	tile1	tile2	2.0	1.0	tile1:tile2
h.1638	m.1450	chr13:96186168..96186178,-	no cage activity	ENSG00000223392.1	no cage activity	antisense	no cage activity	lncRNA	no CAGE activity	chr13	96186175	96186176	-	chr14	119235500	119235501	-	0.01	no cage activity	0.0466667	no cage activity	425.0	3.0	human	False	tile1	tile1	2.0	2.0	tile1:tile1
h.1639	m.1451	chr10:17276801..17276827,-	no cage activity	ENSG00000234961.1	no cage activity	antisense	no cage activity	lncRNA	lncRNA	chr10	17276806	17276807	-	chr2	13501162	13501163	-	1.32	no cage activity	0.378889	no cage activity	5192.0	194.0	human	False	tile2	tile1	2.0	2.0	tile1:tile2
h.1640	m.1452	chr2:210893148..210893152,+	no cage activity	ENSG00000272807.1	no cage activity	antisense	no cage activity	lncRNA	no CAGE activity	chr2	210893150	210893151	+	chr1	66772108	66772109	+	0.64	no cage activity	0.34444400000000003	no cage activity	2360.0	5.0	human	False	tile1	tile1	2.0	2.0	tile1:tile1
h.1641	m.1453	chr14:70653826..70653848,+	no cage activity	ENSG00000258422.1	no cage activity	antisense	no cage activity	lncRNA	no CAGE activity	chr14	70653842	70653843	+	chr12	82432433	82432434	+	0.22	no cage activity	0.116667	no cage activity	436.0	1.0	human	False	tile1	tile2	2.0	1.0	tile1:tile2
h.1642	m.1454	chr3:9989029..9989129,+	no cage activity	ENSG00000230082.1	no cage activity	antisense	no cage activity	lncRNA	no CAGE activity	chr3	9989042	9989043	+	chr6	113445416	113445417	+	2.74	no cage activity	0.5344439999999999	no cage activity	1755.0	3.0	human	False		tile1		2.0	
h.1643	m.1455	chr11:71159640..71159684,+	no cage activity	ENSG00000254682.1	no cage activity	antisense	no cage activity	lncRNA	lncRNA	chr11	71159673	71159674	+	chr7	151015901	151015902	-	3.36	no cage activity	4.54333	no cage activity	2961.0	134.0	human	False	tile1	tile2	1.0	2.0	tile1:tile2
h.1644	m.1456	chr3:151986938..151986968,-	no cage activity	ENSG00000229619.3	no cage activity	antisense	no cage activity	other	other	chr3	151986962	151986963	-	chr3	60305391	60305392	-	0.37	no cage activity	0.0655556	no cage activity	306.0	23.0	human	False	tile2		1.0		
h.1645	m.1457	chr14:20944814..20944826,-	no cage activity	ENSG00000258908.1	no cage activity	antisense	no cage activity	lncRNA	no CAGE activity	chr14	20944819	20944820	-	chr14	51584617	51584618	-	0.12	no cage activity	0.0466667	no cage activity	405.0	2.0	human	False	tile1	tile2	2.0	2.0	tile1:tile2
h.1646	m.1458	chr17:79825881..79825912,+	no cage activity	ENSG00000262413.1	no cage activity	antisense	no cage activity	lncRNA	lncRNA	chr17	79825897	79825898	+	chr11	120439726	120439727	+	2.02	no cage activity	1.10222	no cage activity	1475.0	46.0	human	False	tile2	tile1	2.0	2.0	tile1:tile2
h.1647	m.1459	chr5:59783941..59784066,+	no cage activity	ENSG00000152931.7	no cage activity	antisense	no cage activity	lncRNA	lncRNA	chr5	59784004	59784005	+	chr13	109288730	109288731	-	2.24	no cage activity	0.04	no cage activity	1770.0	221.0	human	False	tile1	tile2	2.0	2.0	tile1:tile2
h.1648	m.1460	chr3:189838731..189838748,+	no cage activity	ENSG00000225764.1	no cage activity	antisense	no cage activity	lncRNA	lncRNA	chr3	189838740	189838741	+	chr16	26105986	26105987	+	0.42	no cage activity	0.44777799999999995	no cage activity	1181.0	13.0	human	False	tile1	tile2	2.0	2.0	tile1:tile2
h.1649	m.1461	chr10:5855585..5855642,+	no cage activity	ENSG00000272764.1	no cage activity	antisense	no cage activity	lncRNA	lncRNA	chr10	5855622	5855623	+	chr13	3537122	3537123	-	2.31	no cage activity	3.12222	no cage activity	1308.0	316.0	human	False	tile1	tile2	2.0	2.0	tile1:tile2
h.1650	m.1462	chr22:42665507..42665524,+	no cage activity	ENSG00000182057.4	no cage activity	antisense	no cage activity	lncRNA	lncRNA	chr22	42665517	42665518	+	chr15	82729238	82729239	+	0.21	no cage activity	0.363333	no cage activity	501.0	100.0	human	False	tile1	tile2	2.0	2.0	tile1:tile2
h.1651	m.1463	chr9:8857978..8857997,+	no cage activity	ENSG00000225706.1	no cage activity	antisense	no cage activity	other	other	chr9	8857986	8857987	+	chr4	76095754	76095755	+	0.18	no cage activity	0.0422222	no cage activity	365.0	23.0	human	False	tile1		1.0		
h.1652	m.1464	chr7:90226625..90226639,-	no cage activity	ENSG00000223969.1	no cage activity	antisense	no cage activity	lncRNA	no CAGE activity	chr7	90226631	90226632	-	chr5	5379459	5379460	+	0.3	no cage activity	0.06888889999999999	no cage activity	521.0	2.0	human	False	tile2	tile1	2.0	2.0	tile1:tile2
h.1653	m.1465	chr18:3603781..3603795,+	no cage activity	ENSG00000262001.1	no cage activity	antisense	no cage activity	other	no CAGE activity	chr18	3603788	3603789	+	chr17	71097239	71097240	-	0.71	no cage activity	0.231111	no cage activity	1145.0	4.0	human	False	tile2	tile2	2.0	2.0	tile2:tile2
h.1654	m.1466	chr17:79801851..79801939,+	no cage activity	ENSG00000262831.1	no cage activity	antisense	no cage activity	lncRNA	lncRNA	chr17	79801874	79801875	+	chr11	120422484	120422485	+	4.33	no cage activity	1.6255600000000001	no cage activity	1811.0	232.0	human	False	tile1	tile1	2.0	2.0	tile1:tile1
h.1655	m.1467	chr13:45914200..45914211,+	no cage activity	ENSG00000273149.1	no cage activity	antisense	no cage activity	other	no CAGE activity	chr13	45914205	45914206	+	chr14	76246122	76246123	-	0.27	no cage activity	0.0922222	no cage activity	1618.0	1.0	human	False		tile2		2.0	
h.1656	m.1468	chr15:59980679..59980732,+	no cage activity	ENSG00000259238.1	no cage activity	antisense	no cage activity	lncRNA	no CAGE activity	chr15	59980708	59980709	+	chr9	69838092	69838093	-	1.13	no cage activity	0.202222	no cage activity	780.0	3.0	human	False	tile1	tile2	2.0	2.0	tile1:tile2
h.1657	m.1469	chr2:242003527..242003540,-	no cage activity	ENSG00000225521.1	no cage activity	antisense	no cage activity	lncRNA	no CAGE activity	chr2	242003532	242003533	-	chr1	95178332	95178333	-	0.11	no cage activity	0.128889	no cage activity	266.0	7.0	human	False	tile2	tile2	1.0	1.0	tile2:tile2
h.1658	m.1470	chr19:12936544..12936548,+	no cage activity	ENSG00000267424.1	no cage activity	antisense	no cage activity	lncRNA	no CAGE activity	chr19	12936546	12936547	+	chr8	87480062	87480063	-	0.13	no cage activity	2.73222	no cage activity	558.0	2.0	human	False	tile1	tile2	2.0	2.0	tile1:tile2
h.1659	m.1471	chr7:22602920..22602972,+	no cage activity	ENSG00000232759.1	no cage activity	antisense	no cage activity	lncRNA	no CAGE activity	chr7	22602955	22602956	+	chr5	30168020	30168021	+	1.76	no cage activity	0.10444400000000001	no cage activity	2012.0	1.0	human	False	tile1	tile1	2.0	2.0	tile1:tile1
h.1660	m.1472	chr20:45981343..45981375,+	no cage activity	ENSG00000231119.2	no cage activity	antisense	no cage activity	lncRNA	lncRNA	chr20	45981358	45981359	+	chr2	165705977	165705978	+	0.85	no cage activity	0.0877778	no cage activity	1248.0	28.0	human	False	tile1	tile2	2.0	2.0	tile1:tile2
h.1661	m.1473	chr19:10395301..10395337,-	no cage activity	ENSG00000266978.1	no cage activity	antisense	no cage activity	lncRNA	no CAGE activity	chr19	10395310	10395311	-	chr9	20831756	20831757	-	1.0	no cage activity	0.0588889	no cage activity	426.0	6.0	human	False	tile1	tile2	2.0	2.0	tile1:tile2
h.1662	m.1474	chr10:17271757..17271791,-	no cage activity	ENSG00000229124.2	no cage activity	antisense	no cage activity	other	other	chr10	17271781	17271782	-	chr2	13496418	13496419	-	2.22	no cage activity	0.277778	no cage activity	1656.0	357.0	human	False	tile1	tile1	2.0	2.0	tile1:tile1
h.1663	m.1475	chr1:32539074..32539076,-	no cage activity	ENSG00000203325.3	no cage activity	antisense	no cage activity	lncRNA	no CAGE activity	chr1	32539074	32539075	-	chr4	129373553	129373554	+	0.32	no cage activity	0.194444	no cage activity	1937.0	9.0	human	False	tile1	tile1	2.0	2.0	tile1:tile1
h.1664	m.1476	chr12:28343807..28343835,-	no cage activity	ENSG00000247934.3	no cage activity	antisense	no cage activity	lncRNA	lncRNA	chr12	28343827	28343828	-	chr6	147424735	147424736	-	0.66	no cage activity	0.13555599999999998	no cage activity	1332.0	200.0	human	False	tile2	tile2	1.0	2.0	tile2:tile2
h.1665	m.1477	chr10:17275853..17275926,-	no cage activity	ENSG00000234961.1	no cage activity	antisense	no cage activity	lncRNA	lncRNA	chr10	17275909	17275910	-	chr2	13500356	13500357	-	3.92	no cage activity	0.387778	no cage activity	2177.0	225.0	human	False	tile1	tile1	2.0	2.0	tile1:tile1
h.1666	m.1478	chr17:76851151..76851242,+	no cage activity	ENSG00000267601.1	no cage activity	antisense	no cage activity	other	other	chr17	76851177	76851178	+	chr11	118164441	118164442	+	2.25	no cage activity	0.11555599999999999	no cage activity	903.0	101.0	human	False	tile1	tile2	1.0	2.0	tile1:tile2
h.1667	m.1479	chr17:76480917..76480935,+	no cage activity	ENSG00000267432.1	no cage activity	antisense	no cage activity	other	no CAGE activity	chr17	76480927	76480928	+	chr11	117934145	117934146	+	0.11	no cage activity	0.556667	no cage activity	989.0	1.0	human	False	tile2	tile1	1.0	2.0	tile1:tile2
h.1668	m.1480	chr2:206949880..206949891,+	no cage activity	ENSG00000227946.1	no cage activity	antisense	no cage activity	lncRNA	lncRNA	chr2	206949885	206949886	+	chr1	63160236	63160237	+	0.03	no cage activity	0.682222	no cage activity	343.0	71.0	human	False	tile2	tile1	2.0	1.0	tile1:tile2
h.1669	m.1481	chr17:171106..171120,+	no cage activity	ENSG00000262920.1	no cage activity	antisense	no cage activity	other	no CAGE activity	chr17	171109	171110	+	chr11	75722459	75722460	+	0.03	no cage activity	0.0955556	no cage activity	170.0	5.0	human	False	tile1	tile2	2.0	2.0	tile1:tile2
h.1670	m.1482	chr10:17271821..17271858,-	no cage activity	ENSG00000229124.2	no cage activity	antisense	no cage activity	other	other	chr10	17271852	17271853	-	chr2	13496489	13496490	-	1.36	no cage activity	0.17444400000000002	no cage activity	1640.0	115.0	human	False	tile2	tile2	2.0	2.0	tile2:tile2
h.1671	m.1483	chr19:58858666..58858722,+	no cage activity	ENSG00000268895.1	no cage activity	antisense	no cage activity	other	no CAGE activity	chr19	58858681	58858682	+	chr15	60578101	60578102	-	0.5	no cage activity	0.028888900000000002	no cage activity	325.0	1.0	human	False	tile2	tile1	2.0	2.0	tile1:tile2
h.1672	m.1484	chr13:51484748..51484768,-	no cage activity	ENSG00000233672.2	no cage activity	antisense	no cage activity	lncRNA	no CAGE activity	chr13	51484756	51484757	-	chr14	62951422	62951423	-	0.17	no cage activity	0.602222	no cage activity	509.0	3.0	human	False	tile1	tile2	2.0	2.0	tile1:tile2
h.1673	m.1485	chr17:36608636..36608650,-	no cage activity	ENSG00000260833.2	no cage activity	antisense	no cage activity	lncRNA	no CAGE activity	chr17	36608643	36608644	-	chr11	97300565	97300566	-	1.44	no cage activity	1.45333	no cage activity	7212.0	1.0	human	False	tile1	tile1	2.0	2.0	tile1:tile1
h.1674	m.1486	chr19:42636761..42636782,+	no cage activity	ENSG00000254887.1	no cage activity	antisense	no cage activity	lncRNA	lncRNA	chr19	42636769	42636770	+	chr7	25917671	25917672	+	1.2	no cage activity	0.027777800000000002	no cage activity	2873.0	110.0	human	False	tile2	tile2	2.0	2.0	tile2:tile2
h.1675	m.1487	chr1:228463723..228463772,-	no cage activity	ENSG00000269934.1	no cage activity	antisense	no cage activity	lncRNA	no CAGE activity	chr1	228463728	228463729	-	chr11	58894196	58894197	+	1.13	no cage activity	0.274444	no cage activity	1629.0	1.0	human	False	tile1	tile1	2.0	2.0	tile1:tile1
h.1676	m.1488	chr7:8008739..8008777,-	no cage activity	ENSG00000233108.1	no cage activity	antisense	no cage activity	lncRNA	lncRNA	chr7	8008771	8008772	-	chr6	8459719	8459720	-	0.13	no cage activity	0.06333330000000001	no cage activity	164.0	251.0	human	False	tile1		1.0		
h.1677	m.1489	chr22:17640237..17640269,+	no cage activity	ENSG00000185837.3	no cage activity	antisense	no cage activity	lncRNA	lncRNA	chr22	17640246	17640247	+	chr6	120481430	120481431	+	1.01	no cage activity	0.7377779999999999	no cage activity	1581.0	81.0	human	False	tile2	tile1	1.0	2.0	tile1:tile2
h.1678	m.1490	chr19:54372356..54372368,-	no cage activity	ENSG00000228323.2	no cage activity	antisense	no cage activity	lncRNA	lncRNA	chr19	54372360	54372361	-	chr7	3291898	3291899	-	0.17	no cage activity	0.25	no cage activity	625.0	34.0	human	False	tile1	tile2	2.0	2.0	tile1:tile2
h.1679	m.1491	chr19:6067113..6067123,+	no cage activity	ENSG00000267262.1	no cage activity	antisense	no cage activity	lncRNA	no CAGE activity	chr19	6067118	6067119	+	chr17	56954250	56954251	+	0.03	no cage activity	0.08333330000000001	no cage activity	160.0	3.0	human	False	tile2	tile2	1.0	2.0	tile2:tile2
h.1680	m.1492	chr15:63892935..63893013,-	no cage activity	ENSG00000259248.1	no cage activity	antisense	no cage activity	other	other	chr15	63892950	63892951	-	chr9	66359769	66359770	+	1.85	no cage activity	0.125556	no cage activity	1008.0	501.0	human	False					
h.1681	m.1493	chr1:151585832..151585849,-	no cage activity	ENSG00000250734.2	no cage activity	antisense	no cage activity	other	no CAGE activity	chr1	151585843	151585844	-	chr3	94385485	94385486	+	0.06	no cage activity	0.09	no cage activity	187.0	3.0	human	False	tile1	tile2	2.0	2.0	tile1:tile2
h.1682	m.1494	chr1:101360463..101360478,+	no cage activity	ENSG00000273204.1	no cage activity	antisense	no cage activity	lncRNA	lncRNA	chr1	101360469	101360470	+	chr3	115711177	115711178	-	2.23	no cage activity	1.13111	no cage activity	6734.0	46.0	human	False	tile1	tile1	2.0	2.0	tile1:tile1
h.1683	m.1495	chr6:138189241..138189298,-	no cage activity	ENSG00000237499.2	no cage activity	antisense	no cage activity	other	other	chr6	138189289	138189290	-	chr10	18734293	18734294	+	0.61	no cage activity	0.08888889999999999	no cage activity	1503.0	10.0	human	False	tile1	tile1	2.0	2.0	tile1:tile1
h.1684	m.1496	chr16:9056564..9056590,+	no cage activity	ENSG00000260979.1	no cage activity	antisense	no cage activity	lncRNA	no CAGE activity	chr16	9056578	9056579	+	chr16	8737851	8737852	+	0.11	no cage activity	0.0466667	no cage activity	169.0	8.0	human	False	tile1	tile1	2.0	1.0	tile1:tile1
h.1685	m.1497	chr20:55967561..55967580,-	no cage activity	ENSG00000218018.2	no cage activity	antisense	no cage activity	lncRNA	no CAGE activity	chr20	55967571	55967572	-	chr2	172848152	172848153	-	0.1	no cage activity	0.04	no cage activity	202.0	3.0	human	False	tile1	tile1	2.0	2.0	tile1:tile1
h.1686	m.1498	chr2:38303391..38303411,+	no cage activity	ENSG00000232973.7	no cage activity	antisense	no cage activity	lncRNA	lncRNA	chr2	38303396	38303397	+	chr17	80114530	80114531	+	0.29	no cage activity	0.0955556	no cage activity	752.0	128.0	human	False	tile2	tile1	2.0	2.0	tile1:tile2
h.1687	m.1499	chr17:36608652..36608681,-	no cage activity	ENSG00000260833.2	no cage activity	antisense	no cage activity	lncRNA	no CAGE activity	chr17	36608674	36608675	-	chr11	97300579	97300580	-	1.87	no cage activity	2.24667	no cage activity	7212.0	1.0	human	False	tile1	tile1	2.0	2.0	tile1:tile1
h.1688	m.1500	chr11:72295642..72295659,+	no cage activity	ENSG00000256633.1	no cage activity	antisense	no cage activity	other	other	chr11	72295649	72295650	+	chr7	108653206	108653207	-	0.14	no cage activity	0.036666699999999997	no cage activity	341.0	18.0	human	False	tile2	tile1	1.0	2.0	tile1:tile2
h.1689	m.1501	chr16:2141414..2141444,+	no cage activity	ENSG00000259933.2	no cage activity	antisense	no cage activity	other	no CAGE activity	chr16	2141433	2141434	+	chr17	24730907	24730908	-	0.16	no cage activity	0.537778	no cage activity	276.0	2.0	human	False		tile1		2.0	
h.1690	m.1502	chr3:194207834..194207880,+	no cage activity	ENSG00000233058.1	no cage activity	antisense	no cage activity	lncRNA	lncRNA	chr3	194207865	194207866	+	chr16	30389015	30389016	+	2.0	no cage activity	1.27	no cage activity	4029.0	428.0	human	False	tile1	tile1	1.0	1.0	tile1:tile1
h.1691	m.1503	chr19:13265815..13265822,-	no cage activity	ENSG00000267598.1	no cage activity	antisense	no cage activity	other	other	chr19	13265816	13265817	-	chr8	87185147	87185148	+	0.16	no cage activity	0.14222200000000002	no cage activity	254.0	10.0	human	False	tile1	tile2	2.0	2.0	tile1:tile2
h.1692	m.1504	chr17:171147..171161,+	no cage activity	ENSG00000262920.1	no cage activity	antisense	no cage activity	other	no CAGE activity	chr17	171155	171156	+	chr11	75722505	75722506	+	0.05	no cage activity	0.027777800000000002	no cage activity	170.0	4.0	human	False	tile2	tile2	2.0	2.0	tile2:tile2
h.1693	m.1505	chr19:46271656..46271713,+	no cage activity	ENSG00000267395.1	no cage activity	antisense	no cage activity	other	other	chr19	46271672	46271673	+	chr7	19680393	19680394	-	2.38	no cage activity	4.22889	no cage activity	3774.0	136.0	human	False	tile2	tile2	1.0	1.0	tile2:tile2
h.1694	m.1506	chr17:26732877..26732890,+	no cage activity	ENSG00000265254.1	no cage activity	antisense	no cage activity	other	other	chr17	26732882	26732883	+	chr11	78279528	78279529	-	0.07	no cage activity	0.882222	no cage activity	490.0	304.0	human	False	tile1	tile1	2.0	2.0	tile1:tile1
h.1695	m.1507	chr3:125803048..125803073,+	no cage activity	ENSG00000250012.1	no cage activity	antisense	no cage activity	lncRNA	no CAGE activity	chr3	125803057	125803058	+	chr6	90554874	90554875	-	0.6	no cage activity	0.27555599999999997	no cage activity	815.0	1.0	human	False	tile2	tile2	1.0	1.0	tile2:tile2
h.1696	m.1508	chr15:74220028..74220067,-	no cage activity	ENSG00000261801.1	no cage activity	antisense	no cage activity	lncRNA	lncRNA	chr15	74220035	74220036	-	chr9	58159712	58159713	+	1.55	no cage activity	0.32222199999999995	no cage activity	2290.0	29.0	human	False		tile2		1.0	
h.1697	m.1509	chr15:74495350..74495381,+	no cage activity	ENSG00000259264.1	no cage activity	antisense	no cage activity	other	no CAGE activity	chr15	74495363	74495364	+	chr9	57982153	57982154	-	0.68	no cage activity	3.18111	no cage activity	1984.0	1.0	human	False	tile1	tile1	2.0	2.0	tile1:tile1
h.1698	m.1510	chr1:201979455..201979504,-	no cage activity	ENSG00000234678.1	no cage activity	antisense	no cage activity	lncRNA	no CAGE activity	chr1	201979460	201979461	-	chr1	137155322	137155323	+	0.19	no cage activity	0.055555600000000004	no cage activity	176.0	7.0	human	False	tile2	tile2	2.0	2.0	tile2:tile2
h.1699	m.1511	chr17:76480937..76480971,+	no cage activity	ENSG00000267432.1	no cage activity	antisense	no cage activity	other	no CAGE activity	chr17	76480950	76480951	+	chr11	117934159	117934160	+	0.31	no cage activity	1.09222	no cage activity	989.0	1.0	human	False	tile1	tile1	2.0	2.0	tile1:tile1
h.1700	m.1512	chr17:40831950..40832009,+	no cage activity	ENSG00000267042.1	no cage activity	antisense	no cage activity	other	other	chr17	40831970	40831971	+	chr11	101035327	101035328	+	0.66	no cage activity	0.07	no cage activity	516.0	127.0	human	False	tile2	tile1	1.0	2.0	tile1:tile2
h.1701	m.1513	chr7:150080907..150080914,-	no cage activity	ENSG00000239377.1	no cage activity	antisense	no cage activity	lncRNA	no CAGE activity	chr7	150080911	150080912	-	chr6	48559470	48559471	-	0.21	no cage activity	1.1966700000000001	no cage activity	888.0	1.0	human	False	tile1	tile2	2.0	1.0	tile1:tile2
h.1702	m.1514	chr10:17272666..17272724,-	no cage activity	ENSG00000229124.2	no cage activity	antisense	no cage activity	other	other	chr10	17272681	17272682	-	chr2	13497200	13497201	-	1.96	no cage activity	0.315556	no cage activity	2197.0	174.0	human	False	tile2	tile2	2.0	2.0	tile2:tile2
h.1703	m.1515	chr10:72977780..72977801,-	no cage activity	ENSG00000237512.2	no cage activity	antisense	no cage activity	lncRNA	no CAGE activity	chr10	72977793	72977794	-	chr10	60289169	60289170	+	0.73	no cage activity	1.9244400000000002	no cage activity	1910.0	2.0	human	False	tile1	tile2	2.0	2.0	tile1:tile2
h.1704	m.1516	chr14:35344140..35344165,+	no cage activity	ENSG00000258738.1	no cage activity	antisense	no cage activity	other	other	chr14	35344160	35344161	+	chr12	56087006	56087007	+	0.04	no cage activity	0.043333300000000005	no cage activity	581.0	27.0	human	False		tile2		1.0	
h.1705	m.1517	chr19:47113293..47113306,-	no cage activity	ENSG00000269292.1	no cage activity	antisense	no cage activity	lncRNA	lncRNA	chr19	47113300	47113301	-	chr7	17501367	17501368	+	0.2	no cage activity	0.043333300000000005	no cage activity	231.0	177.0	human	False	tile2	tile2	2.0	2.0	tile2:tile2
h.1706	m.1518	chr21:38338737..38338770,+	no cage activity	ENSG00000224790.1	no cage activity	antisense	no cage activity	lncRNA	lncRNA	chr21	38338758	38338759	+	chr16	94511684	94511685	+	1.05	no cage activity	1.19889	no cage activity	1740.0	22.0	human	False		tile2		1.0	
h.1707	m.1519	chr4:26862225..26862263,-	no cage activity	ENSG00000240005.1	no cage activity	antisense	no cage activity	lncRNA	lncRNA	chr4	26862247	26862248	-	chr5	54389593	54389594	-	0.24	no cage activity	0.09333330000000001	no cage activity	779.0	35.0	human	False	tile1	tile1	1.0	1.0	tile1:tile1
