chr_tss_hg19	start_tss_hg19	end_tss_hg19	strand_tss_hg19	cage_id_hg19	biotype_hg19	name_peak_hg19	seq_orth	cage_orth	chr_tss_mm9	start_tss_mm9	end_tss_mm9	strand_tss_mm9	cage_id_mm9	biotype_mm9	name_peak_mm9	avg_exp_hg19	avg_exp_mm9	stem_exp_hg19	stem_exp_mm9	har	orig_species	lift_species	oligo_type	hg19_id	mm9_id	cleaner_biotype_hg19	cleaner_biotype_mm9	minimal_biotype_hg19	minimal_biotype_mm9
chr15	78369791	78369792	-	chr15:78369786..78369797,-	div_pc	ENSG00000167202.7	True	False	chr9	90165346	90165347	-	no cage activity	no cage activity	no cage activity	0.26	no cage activity	0.057777800000000004	no cage activity	False	human	mouse	human__protein_coding:mouse__no_CAGE	h.2313	m.2125	div. mRNA	reclassified - CAGE peak	mRNA	reclassified - CAGE peak
chr11	34937984	34937985	+	chr11:34937973..34938014,+	div_pc	ENSG00000110435.7	True	False	chr2	102913820	102913821	-	no cage activity	no cage activity	no cage activity	0.65	no cage activity	0.354444	no cage activity	False	human	mouse	human__protein_coding:mouse__no_CAGE	h.2314	m.2126	div. mRNA	reclassified - CAGE peak	mRNA	reclassified - CAGE peak
chr11	126873288	126873289	-	chr11:126873246..126873298,-	other_pc	ENSG00000149571.6	True	False	chr9	34293713	34293714	+	no cage activity	no cage activity	no cage activity	0.69	no cage activity	0.10888900000000001	no cage activity	False	human	mouse	human__protein_coding:mouse__no_CAGE	h.2315	m.2127	other mRNA	reclassified - CAGE peak	mRNA	reclassified - CAGE peak
chr14	50360678	50360679	+	chr14:50360664..50360751,+	protein_coding	ENSG00000165527.5	True	False	chr12	70474004	70474005	+	no cage activity	no cage activity	no cage activity	0.99	no cage activity	0.751111	no cage activity	False	human	mouse	human__protein_coding:mouse__no_CAGE	h.2317	m.2129	mRNA	reclassified - CAGE peak	mRNA	reclassified - CAGE peak
chr12	112279851	112279852	+	chr12:112279818..112279871,+	div_pc	ENSG00000089022.9	True	False	chr5	121995912	121995913	-	no cage activity	no cage activity	no cage activity	2.75	no cage activity	6.628889999999999	no cage activity	False	human	mouse	human__protein_coding:mouse__no_CAGE	h.2318	m.2130	div. mRNA	reclassified - CAGE peak	mRNA	reclassified - CAGE peak
chr20	34043418	34043419	+	chr20:34043413..34043424,+	div_pc	ENSG00000126001.11	True	False	chr2	155782736	155782737	+	no cage activity	no cage activity	no cage activity	0.08	no cage activity	0.352222	no cage activity	False	human	mouse	human__protein_coding:mouse__no_CAGE	h.2319	m.2131	div. mRNA	reclassified - CAGE peak	mRNA	reclassified - CAGE peak
chr3	183146406	183146407	-	chr3:183146369..183146452,-	protein_coding	ENSG00000053524.7	True	False	chr16	19895536	19895537	-	no cage activity	no cage activity	no cage activity	1.19	no cage activity	3.7088900000000002	no cage activity	False	human	mouse	human__protein_coding:mouse__no_CAGE	h.2322	m.2134	mRNA	no CAGE activity	mRNA	no CAGE activity
chr1	151319331	151319332	-	chr1:151319318..151319338,-	div_pc	ENSG00000143390.13	True	False	chr3	94758414	94758415	+	no cage activity	no cage activity	no cage activity	0.55	no cage activity	1.32778	no cage activity	False	human	mouse	human__protein_coding:mouse__no_CAGE	h.2323	m.2135	div. mRNA	reclassified - CAGE peak	mRNA	reclassified - CAGE peak
chr2	46856	46857	-	chr2:46850..46865,-	protein_coding	ENSG00000184731.5	True	False	chr12	31758463	31758464	+	no cage activity	no cage activity	no cage activity	0.12	no cage activity	0.224444	no cage activity	False	human	mouse	human__protein_coding:mouse__no_CAGE	h.2324	m.2136	mRNA	no CAGE activity	mRNA	no CAGE activity
chr20	39317102	39317103	-	chr20:39317067..39317115,-	protein_coding	ENSG00000204103.2	True	False	chr2	160192024	160192025	-	no cage activity	no cage activity	no cage activity	0.3	no cage activity	0.028888900000000002	no cage activity	False	human	mouse	human__protein_coding:mouse__no_CAGE	h.2325	m.2137	mRNA	reclassified - CAGE peak	mRNA	reclassified - CAGE peak
chr6	26383388	26383389	+	chr6:26383377..26383395,+	protein_coding	ENSG00000124508.12	True	False	chr13	23580669	23580670	-	no cage activity	no cage activity	no cage activity	1.1	no cage activity	0.456667	no cage activity	False	human	mouse	human__protein_coding:mouse__no_CAGE	h.2328	m.2140	mRNA	reclassified - CAGE peak	mRNA	reclassified - CAGE peak
chr14	67878950	67878951	-	chr14:67878948..67878953,-	protein_coding	ENSG00000100558.4	True	False	chr12	80008050	80008051	-	no cage activity	no cage activity	no cage activity	0.07	no cage activity	0.10888900000000001	no cage activity	False	human	mouse	human__protein_coding:mouse__no_CAGE	h.2329	m.2141	mRNA	no CAGE activity	mRNA	no CAGE activity
chr6	86352935	86352936	-	chr6:86352930..86352941,-	protein_coding	ENSG00000135316.13	True	False	chr9	88377301	88377302	-	no cage activity	no cage activity	no cage activity	0.52	no cage activity	1.13889	no cage activity	False	human	mouse	human__protein_coding:mouse__no_CAGE	h.2330	m.2142	mRNA	reclassified - CAGE peak	mRNA	reclassified - CAGE peak
chr1	183441010	183441011	+	chr1:183441005..183441026,+	div_pc	ENSG00000116698.16	True	False	chr1	154750440	154750441	-	no cage activity	no cage activity	no cage activity	0.07	no cage activity	0.07111110000000001	no cage activity	False	human	mouse	human__protein_coding:mouse__no_CAGE	h.2332	m.2144	div. mRNA	reclassified - CAGE peak	mRNA	reclassified - CAGE peak
chr7	91874872	91874873	-	chr7:91874854..91874899,-	div_pc	ENSG00000001631.10	True	False	chr5	3803457	3803458	+	no cage activity	no cage activity	no cage activity	0.48	no cage activity	0.318889	no cage activity	False	human	mouse	human__protein_coding:mouse__no_CAGE	h.2333	m.2145	div. mRNA	reclassified - CAGE peak	mRNA	reclassified - CAGE peak
chr9	16871357	16871358	-	chr9:16871332..16871365,-	protein_coding	ENSG00000173068.13	True	False	chr4	84321485	84321486	-	no cage activity	no cage activity	no cage activity	0.17	no cage activity	0.162222	no cage activity	False	human	mouse	human__protein_coding:mouse__no_CAGE	h.2334	m.2146	mRNA	reclassified - CAGE peak	mRNA	reclassified - CAGE peak
chr6	31939856	31939857	+	chr6:31939843..31939877,+	protein_coding	ENSG00000204344.10	True	False	chr17	34974037	34974038	-	no cage activity	no cage activity	no cage activity	0.39	no cage activity	0.518889	no cage activity	False	human	mouse	human__protein_coding:mouse__no_CAGE	h.2336	m.2148	mRNA	reclassified - CAGE peak	mRNA	reclassified - CAGE peak
chr12	20523103	20523104	+	chr12:20523085..20523111,+	protein_coding	ENSG00000172572.6	True	False	chr6	141198989	141198990	+	no cage activity	no cage activity	no cage activity	0.13	no cage activity	0.145556	no cage activity	False	human	mouse	human__protein_coding:mouse__no_CAGE	h.2337	m.2149	mRNA	reclassified - CAGE peak	mRNA	reclassified - CAGE peak
chr17	26897936	26897937	-	chr17:26897930..26897945,-	protein_coding	ENSG00000087111.16	True	False	chr11	78142520	78142521	+	no cage activity	no cage activity	no cage activity	0.26	no cage activity	0.208889	no cage activity	False	human	mouse	human__protein_coding:mouse__no_CAGE	h.2338	m.2150	mRNA	reclassified - CAGE peak	mRNA	reclassified - CAGE peak
chr1	154974225	154974226	+	chr1:154974218..154974231,+	protein_coding	ENSG00000160685.9	True	False	chr3	89198127	89198128	-	no cage activity	no cage activity	no cage activity	0.22	no cage activity	0.04	no cage activity	False	human	mouse	human__protein_coding:mouse__no_CAGE	h.2339	m.2151	mRNA	reclassified - CAGE peak	mRNA	reclassified - CAGE peak
chr17	7834397	7834398	-	chr17:7834391..7834403,-	protein_coding	ENSG00000262730.1	True	False	chr11	69138394	69138395	+	no cage activity	no cage activity	no cage activity	0.45	no cage activity	0.374444	no cage activity	False	human	mouse	human__protein_coding:mouse__no_CAGE	h.2340	m.2152	mRNA	reclassified - CAGE peak	mRNA	reclassified - CAGE peak
chr2	182819206	182819207	+	chr2:182819197..182819246,+	protein_coding	ENSG00000150722.6	True	False	chr2	79530530	79530531	+	no cage activity	no cage activity	no cage activity	0.99	no cage activity	0.08333330000000001	no cage activity	False	human	mouse	human__protein_coding:mouse__no_CAGE	h.2343	m.2155	mRNA	no CAGE activity	mRNA	no CAGE activity
chr7	128002036	128002037	-	chr7:128002026..128002047,-	protein_coding	ENSG00000224940.4	True	False	chr6	29129659	29129660	-	no cage activity	no cage activity	no cage activity	0.1	no cage activity	0.057777800000000004	no cage activity	False	human	mouse	human__protein_coding:mouse__no_CAGE	h.2344	m.2156	mRNA	reclassified - CAGE peak	mRNA	reclassified - CAGE peak
chr7	48129130	48129131	+	chr7:48129120..48129163,+	protein_coding	ENSG00000183696.9	True	False	chr11	9018744	9018745	+	no cage activity	no cage activity	no cage activity	0.33	no cage activity	4.99889	no cage activity	False	human	mouse	human__protein_coding:mouse__no_CAGE	h.2345	m.2157	mRNA	reclassified - CAGE peak	mRNA	reclassified - CAGE peak
chr16	3013626	3013627	+	chr16:3013625..3013631,+	protein_coding	ENSG00000131650.9	True	False	chr17	23882851	23882852	-	no cage activity	no cage activity	no cage activity	0.08	no cage activity	0.305556	no cage activity	False	human	mouse	human__protein_coding:mouse__no_CAGE	h.2346	m.2158	mRNA	reclassified - CAGE peak	mRNA	reclassified - CAGE peak
chr12	57521856	57521857	+	chr12:57521847..57521861,+	protein_coding	ENSG00000123384.9	True	False	chr10	127058624	127058625	-	no cage activity	no cage activity	no cage activity	0.52	no cage activity	0.126667	no cage activity	False	human	mouse	human__protein_coding:mouse__no_CAGE	h.2347	m.2159	mRNA	reclassified - CAGE peak	mRNA	reclassified - CAGE peak
chr17	4843386	4843387	+	chr17:4843352..4843411,+	div_pc	ENSG00000108523.11	True	False	chr11	70460549	70460550	+	no cage activity	no cage activity	no cage activity	5.81	no cage activity	23.97	no cage activity	False	human	mouse	human__protein_coding:mouse__no_CAGE	h.2351	m.2163	div. mRNA	no CAGE activity	mRNA	no CAGE activity
chr12	113495248	113495249	+	chr12:113495245..113495253,+	protein_coding	ENSG00000135144.3	True	False	chr5	121160988	121160989	-	no cage activity	no cage activity	no cage activity	0.05	no cage activity	0.04	no cage activity	False	human	mouse	human__protein_coding:mouse__no_CAGE	h.2357	m.2169	mRNA	reclassified - CAGE peak	mRNA	reclassified - CAGE peak
chr1	173793282	173793283	-	chr1:173793246..173793306,-	div_pc	ENSG00000120334.11	True	False	chr1	163001296	163001297	+	no cage activity	no cage activity	no cage activity	0.97	no cage activity	1.16333	no cage activity	False	human	mouse	human__protein_coding:mouse__no_CAGE	h.2358	m.2170	div. mRNA	reclassified - CAGE peak	mRNA	reclassified - CAGE peak
chr8	94753015	94753016	-	chr8:94753009..94753031,-	other_pc	ENSG00000183808.7	True	False	chr4	12067614	12067615	+	no cage activity	no cage activity	no cage activity	0.41	no cage activity	0.35777800000000004	no cage activity	False	human	mouse	human__protein_coding:mouse__no_CAGE	h.2360	m.2172	other mRNA	no CAGE activity	mRNA	no CAGE activity
chr7	28220641	28220642	-	chr7:28220631..28220649,-	div_pc	ENSG00000153814.7	True	False	chr6	53018934	53018935	-	no cage activity	no cage activity	no cage activity	0.09	no cage activity	0.0311111	no cage activity	False	human	mouse	human__protein_coding:mouse__no_CAGE	h.2362	m.2174	div. mRNA	reclassified - CAGE peak	mRNA	reclassified - CAGE peak
chr12	64616319	64616320	-	chr12:64616313..64616329,-	protein_coding	ENSG00000174206.8	True	False	chr10	121176772	121176773	+	no cage activity	no cage activity	no cage activity	0.17	no cage activity	0.0744444	no cage activity	False	human	mouse	human__protein_coding:mouse__no_CAGE	h.2363	m.2175	mRNA	reclassified - CAGE peak	mRNA	reclassified - CAGE peak
chr22	50683915	50683916	-	chr22:50683910..50683927,-	protein_coding	ENSG00000128159.7	True	False	chr15	88953852	88953853	-	no cage activity	no cage activity	no cage activity	0.81	no cage activity	0.49222200000000005	no cage activity	False	human	mouse	human__protein_coding:mouse__no_CAGE	h.2365	m.2177	mRNA	no CAGE activity	mRNA	no CAGE activity
chr6	138428312	138428313	-	chr6:138428294..138428318,-	protein_coding	ENSG00000112378.11	True	False	chr10	18565162	18565163	+	no cage activity	no cage activity	no cage activity	0.38	no cage activity	0.136667	no cage activity	False	human	mouse	human__protein_coding:mouse__no_CAGE	h.2366	m.2178	mRNA	reclassified - CAGE peak	mRNA	reclassified - CAGE peak
chr22	42229896	42229897	+	chr22:42229891..42229907,+	protein_coding	ENSG00000198911.7	True	False	chr15	81978416	81978417	+	no cage activity	no cage activity	no cage activity	0.08	no cage activity	0.0322222	no cage activity	False	human	mouse	human__protein_coding:mouse__no_CAGE	h.2367	m.2179	mRNA	reclassified - CAGE peak	mRNA	reclassified - CAGE peak
chr3	131221680	131221681	-	chr3:131221676..131221685,-	protein_coding	ENSG00000114686.4	True	False	chr9	104955733	104955734	+	no cage activity	no cage activity	no cage activity	0.75	no cage activity	4.0166699999999995	no cage activity	False	human	mouse	human__protein_coding:mouse__no_CAGE	h.2368	m.2180	mRNA	reclassified - CAGE peak	mRNA	reclassified - CAGE peak
chr12	53343643	53343644	-	chr12:53343633..53343696,-	protein_coding	ENSG00000170421.7	True	False	chr15	101859402	101859403	-	no cage activity	no cage activity	no cage activity	22.2	no cage activity	9.72	no cage activity	False	human	mouse	human__protein_coding:mouse__no_CAGE	h.2369	m.2181	mRNA	reclassified - CAGE peak	mRNA	reclassified - CAGE peak
chr6	105405042	105405043	+	chr6:105405037..105405048,+	protein_coding	ENSG00000187772.6	True	False	chr10	45189948	45189949	-	no cage activity	no cage activity	no cage activity	0.09	no cage activity	0.0944444	no cage activity	False	human	mouse	human__protein_coding:mouse__no_CAGE	h.2370	m.2182	mRNA	reclassified - CAGE peak	mRNA	reclassified - CAGE peak
chr7	137532384	137532385	-	chr7:137532379..137532400,-	protein_coding	ENSG00000157680.11	True	False	chr6	37250746	37250747	-	no cage activity	no cage activity	no cage activity	0.08	no cage activity	0.12	no cage activity	False	human	mouse	human__protein_coding:mouse__no_CAGE	h.2371	m.2183	mRNA	reclassified - CAGE peak	mRNA	reclassified - CAGE peak
chr6	18265060	18265061	-	chr6:18265050..18265072,-	protein_coding	ENSG00000124795.10	True	False	chr13	47201806	47201807	-	no cage activity	no cage activity	no cage activity	1.34	no cage activity	0.583333	no cage activity	False	human	mouse	human__protein_coding:mouse__no_CAGE	h.2372	m.2184	mRNA	reclassified - CAGE peak	mRNA	reclassified - CAGE peak
chrX	74494057	74494058	+	chrX:74494018..74494064,+	protein_coding	ENSG00000094841.9	True	False	chrX	101678266	101678267	+	no cage activity	no cage activity	no cage activity	1.81	no cage activity	3.7	no cage activity	False	human	mouse	human__protein_coding:mouse__no_CAGE	h.2373	m.2185	mRNA	reclassified - CAGE peak	mRNA	reclassified - CAGE peak
chr6	130687175	130687176	+	chr6:130687172..130687179,+	div_pc	ENSG00000164484.7	True	False	chr10	25798344	25798345	-	no cage activity	no cage activity	no cage activity	0.44	no cage activity	0.195556	no cage activity	False	human	mouse	human__protein_coding:mouse__no_CAGE	h.2374	m.2186	div. mRNA	reclassified - CAGE peak	mRNA	reclassified - CAGE peak
chr1	6053809	6053810	-	chr1:6053603-6054107	enhancer	chr1:6053603-6054107__NEGATIVE	True	False	chr4	151850625	151850626	+	no cage activity	no cage activity	no cage activity	0.136255	no cage activity	0.0462606	no cage activity	False	human	mouse	human__enhancer:mouse__no_CAGE	h.2378	m.2190	eRNA	reclassified - CAGE peak	eRNA	reclassified - CAGE peak
chr1	6053809	6053810	-	chr1:6053603-6054107	enhancer	chr1:6053603-6054107__NEGATIVE	True	False	chr4	151850625	151850626	+	no cage activity	no cage activity	no cage activity	0.136255	no cage activity	0.0462606	no cage activity	False	human	mouse	human__enhancer:mouse__no_CAGE	h.2378	m.2190	eRNA	reclassified - CAGE peak	eRNA	reclassified - CAGE peak
chr1	6053869	6053870	+	chr1:6053603-6054107	enhancer	chr1:6053603-6054107__POSITIVE	True	False	chr4	151850550	151850551	-	no cage activity	no cage activity	no cage activity	0.136255	no cage activity	0.0462606	no cage activity	False	human	mouse	human__enhancer:mouse__no_CAGE	h.2478	m.2290	eRNA	reclassified - CAGE peak	eRNA	reclassified - CAGE peak
chr1	6053869	6053870	+	chr1:6053603-6054107	enhancer	chr1:6053603-6054107__POSITIVE	True	False	chr4	151850550	151850551	-	no cage activity	no cage activity	no cage activity	0.136255	no cage activity	0.0462606	no cage activity	False	human	mouse	human__enhancer:mouse__no_CAGE	h.2478	m.2290	eRNA	reclassified - CAGE peak	eRNA	reclassified - CAGE peak
chr1	57873630	57873631	-	chr1:57873517-57873674	enhancer	chr1:57873517-57873674__NEGATIVE	True	False	chr4	104054860	104054861	+	no cage activity	no cage activity	no cage activity	0.044516900000000005	no cage activity	0.09493380000000001	no cage activity	False	human	mouse	human__enhancer:mouse__no_CAGE	h.2380	m.2192	eRNA	no CAGE activity	eRNA	no CAGE activity
chr1	57873630	57873631	-	chr1:57873517-57873674	enhancer	chr1:57873517-57873674__NEGATIVE	True	False	chr4	104054860	104054861	+	no cage activity	no cage activity	no cage activity	0.044516900000000005	no cage activity	0.09493380000000001	no cage activity	False	human	mouse	human__enhancer:mouse__no_CAGE	h.2380	m.2192	eRNA	no CAGE activity	eRNA	no CAGE activity
chr1	57873673	57873674	+	chr1:57873517-57873674	enhancer	chr1:57873517-57873674__POSITIVE	True	False	chr4	104054820	104054821	-	no cage activity	no cage activity	no cage activity	0.044516900000000005	no cage activity	0.09493380000000001	no cage activity	False	human	mouse	human__enhancer:mouse__no_CAGE	h.2480	m.2292	eRNA	no CAGE activity	eRNA	no CAGE activity
chr1	57873673	57873674	+	chr1:57873517-57873674	enhancer	chr1:57873517-57873674__POSITIVE	True	False	chr4	104054820	104054821	-	no cage activity	no cage activity	no cage activity	0.044516900000000005	no cage activity	0.09493380000000001	no cage activity	False	human	mouse	human__enhancer:mouse__no_CAGE	h.2480	m.2292	eRNA	no CAGE activity	eRNA	no CAGE activity
chr1	95903376	95903377	-	chr1:95903375-95903710	enhancer	chr1:95903375-95903710__NEGATIVE	True	False	chr3	120655698	120655699	+	no cage activity	no cage activity	no cage activity	0.0409954	no cage activity	0.09270880000000001	no cage activity	False	human	mouse	human__enhancer:mouse__no_CAGE	h.2381	m.2193	eRNA	no CAGE activity	eRNA	no CAGE activity
chr1	95903376	95903377	-	chr1:95903375-95903710	enhancer	chr1:95903375-95903710__NEGATIVE	True	False	chr3	120655698	120655699	+	no cage activity	no cage activity	no cage activity	0.0409954	no cage activity	0.09270880000000001	no cage activity	False	human	mouse	human__enhancer:mouse__no_CAGE	h.2381	m.2193	eRNA	no CAGE activity	eRNA	no CAGE activity
chr1	95903644	95903645	+	chr1:95903375-95903710	enhancer	chr1:95903375-95903710__POSITIVE	True	False	chr3	120655434	120655435	-	no cage activity	no cage activity	no cage activity	0.0409954	no cage activity	0.09270880000000001	no cage activity	False	human	mouse	human__enhancer:mouse__no_CAGE	h.2481	m.2293	eRNA	no CAGE activity	eRNA	no CAGE activity
chr1	95903644	95903645	+	chr1:95903375-95903710	enhancer	chr1:95903375-95903710__POSITIVE	True	False	chr3	120655434	120655435	-	no cage activity	no cage activity	no cage activity	0.0409954	no cage activity	0.09270880000000001	no cage activity	False	human	mouse	human__enhancer:mouse__no_CAGE	h.2481	m.2293	eRNA	no CAGE activity	eRNA	no CAGE activity
chr1	116291096	116291097	-	chr1:116291091-116291334	enhancer	chr1:116291091-116291334__NEGATIVE	True	False	chr3	101908378	101908379	+	no cage activity	no cage activity	no cage activity	0.0295183	no cage activity	0.103468	no cage activity	False	human	mouse	human__enhancer:mouse__no_CAGE	h.2382	m.2194	eRNA	reclassified - CAGE peak	eRNA	reclassified - CAGE peak
chr1	116291096	116291097	-	chr1:116291091-116291334	enhancer	chr1:116291091-116291334__NEGATIVE	True	False	chr3	101908378	101908379	+	no cage activity	no cage activity	no cage activity	0.0295183	no cage activity	0.103468	no cage activity	False	human	mouse	human__enhancer:mouse__no_CAGE	h.2382	m.2194	eRNA	reclassified - CAGE peak	eRNA	reclassified - CAGE peak
chr1	116291333	116291334	+	chr1:116291091-116291334	enhancer	chr1:116291091-116291334__POSITIVE	True	False	chr3	101908162	101908163	-	no cage activity	no cage activity	no cage activity	0.0295183	no cage activity	0.103468	no cage activity	False	human	mouse	human__enhancer:mouse__no_CAGE	h.2482	m.2294	eRNA	no CAGE activity	eRNA	no CAGE activity
chr1	116291333	116291334	+	chr1:116291091-116291334	enhancer	chr1:116291091-116291334__POSITIVE	True	False	chr3	101908162	101908163	-	no cage activity	no cage activity	no cage activity	0.0295183	no cage activity	0.103468	no cage activity	False	human	mouse	human__enhancer:mouse__no_CAGE	h.2482	m.2294	eRNA	no CAGE activity	eRNA	no CAGE activity
chr1	149981659	149981660	-	chr1:149981648-149981889	enhancer	chr1:149981648-149981889__NEGATIVE	True	False	chr3	95909464	95909465	+	no cage activity	no cage activity	no cage activity	0.22881100000000001	no cage activity	0.286902	no cage activity	False	human	mouse	human__enhancer:mouse__no_CAGE	h.2383	m.2195	eRNA	reclassified - CAGE peak	eRNA	reclassified - CAGE peak
chr1	149981659	149981660	-	chr1:149981648-149981889	enhancer	chr1:149981648-149981889__NEGATIVE	True	False	chr3	95909464	95909465	+	no cage activity	no cage activity	no cage activity	0.22881100000000001	no cage activity	0.286902	no cage activity	False	human	mouse	human__enhancer:mouse__no_CAGE	h.2383	m.2195	eRNA	reclassified - CAGE peak	eRNA	reclassified - CAGE peak
chr1	149981706	149981707	+	chr1:149981648-149981889	enhancer	chr1:149981648-149981889__POSITIVE	True	False	chr3	95909417	95909418	-	no cage activity	no cage activity	no cage activity	0.22881100000000001	no cage activity	0.286902	no cage activity	False	human	mouse	human__enhancer:mouse__no_CAGE	h.2483	m.2295	eRNA	reclassified - CAGE peak	eRNA	reclassified - CAGE peak
chr1	149981706	149981707	+	chr1:149981648-149981889	enhancer	chr1:149981648-149981889__POSITIVE	True	False	chr3	95909417	95909418	-	no cage activity	no cage activity	no cage activity	0.22881100000000001	no cage activity	0.286902	no cage activity	False	human	mouse	human__enhancer:mouse__no_CAGE	h.2483	m.2295	eRNA	reclassified - CAGE peak	eRNA	reclassified - CAGE peak
chr1	156662789	156662790	-	chr1:156662788-156663099	enhancer	chr1:156662788-156663099__NEGATIVE	True	False	chr3	87762431	87762432	+	no cage activity	no cage activity	no cage activity	0.055004	no cage activity	0.482358	no cage activity	False	human	mouse	human__enhancer:mouse__no_CAGE	h.2384	m.2196	eRNA	no CAGE activity	eRNA	no CAGE activity
chr1	156662789	156662790	-	chr1:156662788-156663099	enhancer	chr1:156662788-156663099__NEGATIVE	True	False	chr3	87762431	87762432	+	no cage activity	no cage activity	no cage activity	0.055004	no cage activity	0.482358	no cage activity	False	human	mouse	human__enhancer:mouse__no_CAGE	h.2384	m.2196	eRNA	no CAGE activity	eRNA	no CAGE activity
chr1	156662972	156662973	+	chr1:156662788-156663099	enhancer	chr1:156662788-156663099__POSITIVE	True	False	chr3	87762264	87762265	-	no cage activity	no cage activity	no cage activity	0.055004	no cage activity	0.482358	no cage activity	False	human	mouse	human__enhancer:mouse__no_CAGE	h.2484	m.2296	eRNA	no CAGE activity	eRNA	no CAGE activity
chr1	156662972	156662973	+	chr1:156662788-156663099	enhancer	chr1:156662788-156663099__POSITIVE	True	False	chr3	87762264	87762265	-	no cage activity	no cage activity	no cage activity	0.055004	no cage activity	0.482358	no cage activity	False	human	mouse	human__enhancer:mouse__no_CAGE	h.2484	m.2296	eRNA	no CAGE activity	eRNA	no CAGE activity
chr1	182643978	182643979	-	chr1:182643740-182644063	enhancer	chr1:182643740-182644063__NEGATIVE	True	False	chr1	155508960	155508961	+	no cage activity	no cage activity	no cage activity	0.0504257	no cage activity	0.0287066	no cage activity	False	human	mouse	human__enhancer:mouse__no_CAGE	h.2385	m.2197	eRNA	no CAGE activity	eRNA	no CAGE activity
chr1	182643978	182643979	-	chr1:182643740-182644063	enhancer	chr1:182643740-182644063__NEGATIVE	True	False	chr1	155508960	155508961	+	no cage activity	no cage activity	no cage activity	0.0504257	no cage activity	0.0287066	no cage activity	False	human	mouse	human__enhancer:mouse__no_CAGE	h.2385	m.2197	eRNA	no CAGE activity	eRNA	no CAGE activity
chr1	182644062	182644063	+	chr1:182643740-182644063	enhancer	chr1:182643740-182644063__POSITIVE	True	False	chr1	155508874	155508875	-	no cage activity	no cage activity	no cage activity	0.0504257	no cage activity	0.0287066	no cage activity	False	human	mouse	human__enhancer:mouse__no_CAGE	h.2485	m.2297	eRNA	no CAGE activity	eRNA	no CAGE activity
chr1	182644062	182644063	+	chr1:182643740-182644063	enhancer	chr1:182643740-182644063__POSITIVE	True	False	chr1	155508874	155508875	-	no cage activity	no cage activity	no cage activity	0.0504257	no cage activity	0.0287066	no cage activity	False	human	mouse	human__enhancer:mouse__no_CAGE	h.2485	m.2297	eRNA	no CAGE activity	eRNA	no CAGE activity
chr1	201864156	201864157	-	chr1:201864045-201864232	enhancer	chr1:201864045-201864232__NEGATIVE	True	False	chr1	137265987	137265988	+	no cage activity	no cage activity	no cage activity	0.045838800000000006	no cage activity	0.235569	no cage activity	False	human	mouse	human__enhancer:mouse__no_CAGE	h.2386	m.2198	eRNA	reclassified - CAGE peak	eRNA	reclassified - CAGE peak
chr1	201864156	201864157	-	chr1:201864045-201864232	enhancer	chr1:201864045-201864232__NEGATIVE	True	False	chr1	137265987	137265988	+	no cage activity	no cage activity	no cage activity	0.045838800000000006	no cage activity	0.235569	no cage activity	False	human	mouse	human__enhancer:mouse__no_CAGE	h.2386	m.2198	eRNA	reclassified - CAGE peak	eRNA	reclassified - CAGE peak
chr1	201864231	201864232	+	chr1:201864045-201864232	enhancer	chr1:201864045-201864232__POSITIVE	True	False	chr1	137265960	137265961	-	no cage activity	no cage activity	no cage activity	0.045838800000000006	no cage activity	0.235569	no cage activity	False	human	mouse	human__enhancer:mouse__no_CAGE	h.2486	m.2298	eRNA	no CAGE activity	eRNA	no CAGE activity
chr1	201864231	201864232	+	chr1:201864045-201864232	enhancer	chr1:201864045-201864232__POSITIVE	True	False	chr1	137265960	137265961	-	no cage activity	no cage activity	no cage activity	0.045838800000000006	no cage activity	0.235569	no cage activity	False	human	mouse	human__enhancer:mouse__no_CAGE	h.2486	m.2298	eRNA	no CAGE activity	eRNA	no CAGE activity
chr1	220443412	220443413	-	chr1:220443411-220443639	enhancer	chr1:220443411-220443639__NEGATIVE	True	False	chr1	187029540	187029541	+	no cage activity	no cage activity	no cage activity	0.0478436	no cage activity	0.030463999999999998	no cage activity	False	human	mouse	human__enhancer:mouse__no_CAGE	h.2387	m.2199	eRNA	no CAGE activity	eRNA	no CAGE activity
chr1	220443412	220443413	-	chr1:220443411-220443639	enhancer	chr1:220443411-220443639__NEGATIVE	True	False	chr1	187029540	187029541	+	no cage activity	no cage activity	no cage activity	0.0478436	no cage activity	0.030463999999999998	no cage activity	False	human	mouse	human__enhancer:mouse__no_CAGE	h.2387	m.2199	eRNA	no CAGE activity	eRNA	no CAGE activity
chr1	220443414	220443415	+	chr1:220443411-220443639	enhancer	chr1:220443411-220443639__POSITIVE	True	False	chr1	187029538	187029539	-	no cage activity	no cage activity	no cage activity	0.0478436	no cage activity	0.030463999999999998	no cage activity	False	human	mouse	human__enhancer:mouse__no_CAGE	h.2487	m.2299	eRNA	no CAGE activity	eRNA	no CAGE activity
chr1	220443414	220443415	+	chr1:220443411-220443639	enhancer	chr1:220443411-220443639__POSITIVE	True	False	chr1	187029538	187029539	-	no cage activity	no cage activity	no cage activity	0.0478436	no cage activity	0.030463999999999998	no cage activity	False	human	mouse	human__enhancer:mouse__no_CAGE	h.2487	m.2299	eRNA	no CAGE activity	eRNA	no CAGE activity
