Ensembl ID	HGNC symbol	Motif evidence	Motif ID	Motif type	Motif source	CIS-BP ID	Best Motif(s)? (Figure 2A)
ENSG00000185697	MYBL1	"Inferred - Mybl2 (75% AA Identity, Mus musculus)"	pTH3712	PBM	DREAM_contest	M01854_1.94d	
ENSG00000101057	MYBL2	Direct	Hela-BMYB_GSE27030	Misc	HOMER	M06927_1.94d	
ENSG00000101057	MYBL2	Direct	MYBB_f1	Misc	HocoMoco	M06650_1.94d	
ENSG00000101057	MYBL2	Direct	MYBL2_1	HT-SELEX	Jolma2013	M05922_1.94d	
ENSG00000101057	MYBL2	Direct	MYBL2_2	HT-SELEX	Jolma2013	M05923_1.94d	
ENSG00000101057	MYBL2	Direct	MYBL2_3	HT-SELEX	Jolma2013	M05924_1.94d	TRUE
ENSG00000101057	MYBL2	Direct	MYBL2_4	HT-SELEX	Jolma2013	M05925_1.94d	
ENSG00000101057	MYBL2	Direct	MYBL2_eDBD_HT-SELEX	HT-SELEX	Yin2017	M08939_1.94d	
ENSG00000101057	MYBL2	Direct	MYBL2_eDBD_Methyl-HT-SELEX	Methyl-HT-SELEX	Yin2017	M08940_1.94d	
ENSG00000101057	MYBL2	"Inferred - MYB (75% AA Identity, Homo sapiens)"	MYB_f1	Misc	HocoMoco	M06651_1.94d	
ENSG00000101057	MYBL2	"Inferred - MYB (75% AA Identity, Homo sapiens)"	V$CMYB_01	Transfac	Transfac	M03830_1.94d	
ENSG00000101057	MYBL2	"Inferred - MYB (75% AA Identity, Homo sapiens)"	V$CMYB_Q5	Transfac	Transfac	M03831_1.94d	
ENSG00000101057	MYBL2	"Inferred - MYB (75% AA Identity, Homo sapiens)"	V$MYB_Q3	Transfac	Transfac	M04387_1.94d	
ENSG00000101057	MYBL2	"Inferred - MYB (75% AA Identity, Homo sapiens)"	V$MYB_Q4	Transfac	Transfac	M04388_1.94d	
ENSG00000101057	MYBL2	"Inferred - MYB (75% AA Identity, Homo sapiens)"	V$MYB_Q6	Transfac	Transfac	M04389_1.94d	
ENSG00000101057	MYBL2	"Inferred - Myb (75% AA Identity, Mus musculus)"	ERMYB-Myb_GSE22095	Misc	HOMER	M07011_1.94d	
ENSG00000101057	MYBL2	"Inferred - Myb (75% AA Identity, Mus musculus)"	MA0100.2	ChIP-seq	JASPAR	M02664_1.94d	
ENSG00000101057	MYBL2	"Inferred - Myb (75% AA Identity, Mus musculus)"	Myb_1047	PBM	Badis09	M01855_1.94d	
ENSG00000101057	MYBL2	"Inferred - MYB_AVIMB (79% AA Identity, Avian myeloblastosis virus)"	V$VMYB_01	Transfac	Transfac	M04925_1.94d	
ENSG00000101057	MYBL2	"Inferred - MYB_AVIMB (79% AA Identity, Avian myeloblastosis virus)"	V$VMYB_02	Transfac	Transfac	M04926_1.94d	
ENSG00000101057	MYBL2	"Inferred - Mybl1 (75% AA Identity, Mus musculus)"	Mybl1_1717	PBM	Badis09	M01856_1.94d	
ENSG00000101057	MYBL2	"Inferred - Mybl2 (76% AA Identity, Mus musculus)"	pTH3712	PBM	DREAM_contest	M01854_1.94d	
ENSG00000136997	MYC	Direct	HeLa-S3_CMYC_Stanford	ChIP-seq	ENCODE	M05371_1.94d	
ENSG00000136997	MYC	Direct	HepG2_CMYC_UT-A	ChIP-seq	ENCODE	M05397_1.94d	
ENSG00000136997	MYC	Direct	K562_CMYC_Stanford	ChIP-seq	ENCODE	M05448_1.94d	
ENSG00000136997	MYC	Direct	K562_CMYC_UT-A	ChIP-seq	ENCODE	M05449_1.94d	
ENSG00000136997	MYC	Direct	LNCAP-cMyc_Unpublished	Misc	HOMER	M06928_1.94d	
ENSG00000136997	MYC	Direct	MCF-7_CMYC_UT-A	ChIP-seq	ENCODE	M05482_1.94d	
ENSG00000136997	MYC	Direct	MYC_f1	Misc	HocoMoco	M06652_1.94d	TRUE
ENSG00000136997	MYC	Direct	NB4_CMYC_Stanford	ChIP-seq	ENCODE	M05484_1.94d	
ENSG00000136997	MYC	Direct	V$CMYC_01	Transfac	Transfac	M03832_1.94d	
ENSG00000136997	MYC	Direct	V$CMYC_02	Transfac	Transfac	M03833_1.94d	
ENSG00000136997	MYC	Direct	V$CMYC_Q6_01	Transfac	Transfac	M03834_1.94d	
ENSG00000136997	MYC	Direct	V$MYC_02	Transfac	Transfac	M04390_1.94d	
ENSG00000136997	MYC	Direct	V$MYC_03	Transfac	Transfac	M04391_1.94d	
ENSG00000136997	MYC	"Inferred - Myc (92% AA Identity, Mus musculus)"	MA0147.2	ChIP-seq	JASPAR	M02703_1.94d	
ENSG00000136997	MYC	"Inferred - Myc (92% AA Identity, Mus musculus)"	mES-cMyc_GSE11431	Misc	HOMER	M07012_1.94d	
ENSG00000116990	MYCL	"Inferred - MYCN (64% AA Identity, Homo sapiens)"	MYCN_eDBD_HT-SELEX	HT-SELEX	Yin2017	M08941_1.94d	
ENSG00000116990	MYCL	"Inferred - MYCN (64% AA Identity, Homo sapiens)"	MYCN_si	Misc	HocoMoco	M06653_1.94d	
ENSG00000116990	MYCL	"Inferred - MYCN (64% AA Identity, Homo sapiens)"	V$NMYC_01	Transfac	Transfac	M04455_1.94d	
ENSG00000116990	MYCL	"Inferred - MYCN (64% AA Identity, Homo sapiens)"	V$NMYC_02	Transfac	Transfac	M04456_1.94d	
ENSG00000116990	MYCL	"Inferred - MYCN (64% AA Identity, Homo sapiens)"	V$NMYC_Q3	Transfac	Transfac	M04457_1.94d	
ENSG00000116990	MYCL	"Inferred - Mycn (66% AA Identity, Mus musculus)"	MA0104.3	ChIP-seq	JASPAR	M02668_1.94d	TRUE
ENSG00000116990	MYCL	"Inferred - Mycn (66% AA Identity, Mus musculus)"	mES-nMyc_GSE11431	Misc	HOMER	M07013_1.94d	TRUE
ENSG00000134323	MYCN	Direct	MYCN_eDBD_HT-SELEX	HT-SELEX	Yin2017	M08941_1.94d	TRUE
ENSG00000134323	MYCN	Direct	MYCN_si	Misc	HocoMoco	M06653_1.94d	
ENSG00000134323	MYCN	Direct	V$NMYC_01	Transfac	Transfac	M04455_1.94d	
ENSG00000134323	MYCN	Direct	V$NMYC_02	Transfac	Transfac	M04456_1.94d	
ENSG00000134323	MYCN	Direct	V$NMYC_Q3	Transfac	Transfac	M04457_1.94d	
ENSG00000134323	MYCN	"Inferred - Mycn (98% AA Identity, Mus musculus)"	MA0104.3	ChIP-seq	JASPAR	M02668_1.94d	
ENSG00000134323	MYCN	"Inferred - Mycn (98% AA Identity, Mus musculus)"	mES-nMyc_GSE11431	Misc	HOMER	M07013_1.94d	
ENSG00000111049	MYF5	Direct	V$MYF5_Q6	Transfac	Transfac	M04392_1.94d	TRUE
ENSG00000111049	MYF5	"Inferred - hlh-1 (73% AA Identity, Caenorhabditis elegans)"	HLH-1_L13R	PBM	DeMasi2011	M00275_1.94d	
ENSG00000111049	MYF5	"Inferred - hlh-1 (73% AA Identity, Caenorhabditis elegans)"	HLH-1_L13T	PBM	DeMasi2011	M00276_1.94d	
ENSG00000111049	MYF5	"Inferred - hlh-1 (73% AA Identity, Caenorhabditis elegans)"	HLH-1_L13V	PBM	DeMasi2011	M00277_1.94d	
ENSG00000111049	MYF5	"Inferred - hlh-1 (75% AA Identity, Caenorhabditis elegans)"	HLH-1	PBM	DeMasi2011	M00278_1.94d	
ENSG00000111049	MYF5	"Inferred - hlh-1 (75% AA Identity, Caenorhabditis elegans)"	HLH1	PBM	Grove09	M00279_1.94d	
ENSG00000111049	MYF5	"Inferred - hlh-1 (75% AA Identity, Caenorhabditis elegans)"	MA0545.1	ChIP-seq	JASPAR	M03077_1.94d	
ENSG00000111049	MYF5	"Inferred - hlh-1 (75% AA Identity, Caenorhabditis elegans)"	cElegans-Embryo-HLH1_modEncode	Misc	HOMER	M06874_1.94d	
ENSG00000111049	MYF5	"Inferred - Myf5 (100% AA Identity, Mus musculus)"	GM-Myf5_GSE24852	Misc	HOMER	M07014_1.94d	
ENSG00000111049	MYF5	"Inferred - MYF6 (80% AA Identity, Homo sapiens)"	MYF6	SMiLE-seq	Isakova2017	M10275_1.94d	
ENSG00000111049	MYF5	"Inferred - MYF6 (80% AA Identity, Homo sapiens)"	MYF6_eDBD_HT-SELEX_1	HT-SELEX	Yin2017	M09827_1.94d	
ENSG00000111049	MYF5	"Inferred - MYF6 (80% AA Identity, Homo sapiens)"	MYF6_eDBD_HT-SELEX_2	HT-SELEX	Yin2017	M09828_1.94d	
ENSG00000111049	MYF5	"Inferred - MYF6 (80% AA Identity, Homo sapiens)"	MYF6_eDBD_Methyl-HT-SELEX_1	Methyl-HT-SELEX	Yin2017	M09829_1.94d	
ENSG00000111049	MYF5	"Inferred - MYF6 (80% AA Identity, Homo sapiens)"	MYF6_eDBD_Methyl-HT-SELEX_2	Methyl-HT-SELEX	Yin2017	M09830_1.94d	
ENSG00000111049	MYF5	"Inferred - MYF6 (80% AA Identity, Homo sapiens)"	MYF6_f1	Misc	HocoMoco	M06654_1.94d	
ENSG00000111049	MYF5	"Inferred - MYF6 (80% AA Identity, Homo sapiens)"	V$MRF4_Q3	Transfac	Transfac	M04376_1.94d	
ENSG00000111049	MYF5	"Inferred - Myf6 (80% AA Identity, Mus musculus)"	Myf6_3824	PBM	Badis09	M00256_1.94d	
ENSG00000111049	MYF5	"Inferred - Myf6 (80% AA Identity, Mus musculus)"	pTH5099	PBM	Zoo_01	M00257_1.94d	
ENSG00000111049	MYF5	"Inferred - MYOD1 (90% AA Identity, Homo sapiens)"	MYOD1_FL_HT-SELEX_1	HT-SELEX	Yin2017	M09835_1.94d	
ENSG00000111049	MYF5	"Inferred - MYOD1 (90% AA Identity, Homo sapiens)"	MYOD1_FL_HT-SELEX_2	HT-SELEX	Yin2017	M09836_1.94d	
ENSG00000111049	MYF5	"Inferred - MYOD1 (90% AA Identity, Homo sapiens)"	MYOD1_FL_Methyl-HT-SELEX_1	Methyl-HT-SELEX	Yin2017	M09837_1.94d	
ENSG00000111049	MYF5	"Inferred - MYOD1 (90% AA Identity, Homo sapiens)"	MYOD1_FL_Methyl-HT-SELEX_2	Methyl-HT-SELEX	Yin2017	M09838_1.94d	
ENSG00000111049	MYF5	"Inferred - MYOD1 (90% AA Identity, Homo sapiens)"	MYOD1_eDBD_HT-SELEX_1	HT-SELEX	Yin2017	M09831_1.94d	
ENSG00000111049	MYF5	"Inferred - MYOD1 (90% AA Identity, Homo sapiens)"	MYOD1_eDBD_HT-SELEX_2	HT-SELEX	Yin2017	M09832_1.94d	
ENSG00000111049	MYF5	"Inferred - MYOD1 (90% AA Identity, Homo sapiens)"	MYOD1_eDBD_Methyl-HT-SELEX_1	Methyl-HT-SELEX	Yin2017	M09833_1.94d	
ENSG00000111049	MYF5	"Inferred - MYOD1 (90% AA Identity, Homo sapiens)"	MYOD1_eDBD_Methyl-HT-SELEX_2	Methyl-HT-SELEX	Yin2017	M09834_1.94d	
ENSG00000111049	MYF5	"Inferred - MYOD1 (90% AA Identity, Homo sapiens)"	MYOD1_f1	Misc	HocoMoco	M06655_1.94d	
ENSG00000111049	MYF5	"Inferred - MYOD1 (90% AA Identity, Homo sapiens)"	V$MYOD_01	Transfac	Transfac	M04393_1.94d	
ENSG00000111049	MYF5	"Inferred - MYOD1 (90% AA Identity, Homo sapiens)"	V$MYOD_Q6	Transfac	Transfac	M04395_1.94d	
ENSG00000111049	MYF5	"Inferred - MYOD1 (90% AA Identity, Homo sapiens)"	V$MYOD_Q6_02	Transfac	Transfac	M04394_1.94d	
ENSG00000111049	MYF5	"Inferred - Myod1 (90% AA Identity, Mus musculus)"	MA0499.1	ChIP-seq	JASPAR	M03038_1.94d	
ENSG00000111049	MYF5	"Inferred - MYOG (78% AA Identity, Homo sapiens)"	MYOG_FL_HT-SELEX_1	HT-SELEX	Yin2017	M09843_1.94d	
ENSG00000111049	MYF5	"Inferred - MYOG (78% AA Identity, Homo sapiens)"	MYOG_FL_HT-SELEX_2	HT-SELEX	Yin2017	M09844_1.94d	
ENSG00000111049	MYF5	"Inferred - MYOG (78% AA Identity, Homo sapiens)"	MYOG_FL_Methyl-HT-SELEX_1	Methyl-HT-SELEX	Yin2017	M09845_1.94d	
ENSG00000111049	MYF5	"Inferred - MYOG (78% AA Identity, Homo sapiens)"	MYOG_FL_Methyl-HT-SELEX_2	Methyl-HT-SELEX	Yin2017	M09846_1.94d	
ENSG00000111049	MYF5	"Inferred - MYOG (78% AA Identity, Homo sapiens)"	MYOG_eDBD_HT-SELEX_1	HT-SELEX	Yin2017	M09839_1.94d	
ENSG00000111049	MYF5	"Inferred - MYOG (78% AA Identity, Homo sapiens)"	MYOG_eDBD_HT-SELEX_2	HT-SELEX	Yin2017	M09840_1.94d	
ENSG00000111049	MYF5	"Inferred - MYOG (78% AA Identity, Homo sapiens)"	MYOG_eDBD_Methyl-HT-SELEX_1	Methyl-HT-SELEX	Yin2017	M09841_1.94d	
ENSG00000111049	MYF5	"Inferred - MYOG (78% AA Identity, Homo sapiens)"	MYOG_eDBD_Methyl-HT-SELEX_2	Methyl-HT-SELEX	Yin2017	M09842_1.94d	
ENSG00000111049	MYF5	"Inferred - MYOG (78% AA Identity, Homo sapiens)"	MYOG_f1	Misc	HocoMoco	M06656_1.94d	
ENSG00000111049	MYF5	"Inferred - MYOG (78% AA Identity, Homo sapiens)"	V$MYOGENIN_Q6	Transfac	Transfac	M04397_1.94d	
ENSG00000111049	MYF5	"Inferred - MYOG (78% AA Identity, Homo sapiens)"	V$MYOGENIN_Q6_01	Transfac	Transfac	M04396_1.94d	
ENSG00000111049	MYF5	"Inferred - Myog (78% AA Identity, Mus musculus)"	C2C12-MyoG_GSE36024	Misc	HOMER	M07015_1.94d	
ENSG00000111049	MYF5	"Inferred - Myog (78% AA Identity, Mus musculus)"	MA0500.1	ChIP-seq	JASPAR	M03039_1.94d	
ENSG00000111049	MYF5	"Inferred - nau (84% AA Identity, Drosophila melanogaster)"	nau_1	HT-SELEX	Nitta2015	M07436_1.94d	
ENSG00000111049	MYF5	"Inferred - nau (84% AA Identity, Drosophila melanogaster)"	nau_2	HT-SELEX	Nitta2015	M07437_1.94d	
ENSG00000111049	MYF5	"Inferred - nau (84% AA Identity, Drosophila melanogaster)"	nau_3	HT-SELEX	Nitta2015	M07438_1.94d	
ENSG00000111046	MYF6	Direct	MYF6	SMiLE-seq	Isakova2017	M10275_1.94d	
ENSG00000111046	MYF6	Direct	MYF6_1	HT-SELEX	Jolma2013	M05926_1.94d	
ENSG00000111046	MYF6	Direct	MYF6_eDBD_HT-SELEX_1	HT-SELEX	Yin2017	M09827_1.94d	
ENSG00000111046	MYF6	Direct	MYF6_eDBD_HT-SELEX_2	HT-SELEX	Yin2017	M09828_1.94d	TRUE
ENSG00000111046	MYF6	Direct	MYF6_eDBD_Methyl-HT-SELEX_1	Methyl-HT-SELEX	Yin2017	M09829_1.94d	
ENSG00000111046	MYF6	Direct	MYF6_eDBD_Methyl-HT-SELEX_2	Methyl-HT-SELEX	Yin2017	M09830_1.94d	
ENSG00000111046	MYF6	Direct	MYF6_f1	Misc	HocoMoco	M06654_1.94d	
ENSG00000111046	MYF6	Direct	V$MRF4_Q3	Transfac	Transfac	M04376_1.94d	
ENSG00000111046	MYF6	"Inferred - hlh-1 (75% AA Identity, Caenorhabditis elegans)"	HLH-1_L13R	PBM	DeMasi2011	M00275_1.94d	
ENSG00000111046	MYF6	"Inferred - hlh-1 (75% AA Identity, Caenorhabditis elegans)"	HLH-1_L13T	PBM	DeMasi2011	M00276_1.94d	
ENSG00000111046	MYF6	"Inferred - hlh-1 (75% AA Identity, Caenorhabditis elegans)"	HLH-1_L13V	PBM	DeMasi2011	M00277_1.94d	
ENSG00000111046	MYF6	"Inferred - hlh-1 (76% AA Identity, Caenorhabditis elegans)"	HLH-1	PBM	DeMasi2011	M00278_1.94d	
ENSG00000111046	MYF6	"Inferred - hlh-1 (76% AA Identity, Caenorhabditis elegans)"	HLH1	PBM	Grove09	M00279_1.94d	
ENSG00000111046	MYF6	"Inferred - hlh-1 (76% AA Identity, Caenorhabditis elegans)"	MA0545.1	ChIP-seq	JASPAR	M03077_1.94d	
ENSG00000111046	MYF6	"Inferred - hlh-1 (76% AA Identity, Caenorhabditis elegans)"	cElegans-Embryo-HLH1_modEncode	Misc	HOMER	M06874_1.94d	
ENSG00000111046	MYF6	"Inferred - MYF5 (80% AA Identity, Homo sapiens)"	V$MYF5_Q6	Transfac	Transfac	M04392_1.94d	
ENSG00000111046	MYF6	"Inferred - Myf5 (80% AA Identity, Mus musculus)"	GM-Myf5_GSE24852	Misc	HOMER	M07014_1.94d	
ENSG00000111046	MYF6	"Inferred - Myf6 (100% AA Identity, Mus musculus)"	Myf6_3824	PBM	Badis09	M00256_1.94d	
ENSG00000111046	MYF6	"Inferred - Myf6 (100% AA Identity, Mus musculus)"	pTH5099	PBM	Zoo_01	M00257_1.94d	
ENSG00000111046	MYF6	"Inferred - MYOD1 (80% AA Identity, Homo sapiens)"	MYOD1_FL_HT-SELEX_1	HT-SELEX	Yin2017	M09835_1.94d	
ENSG00000111046	MYF6	"Inferred - MYOD1 (80% AA Identity, Homo sapiens)"	MYOD1_FL_HT-SELEX_2	HT-SELEX	Yin2017	M09836_1.94d	
ENSG00000111046	MYF6	"Inferred - MYOD1 (80% AA Identity, Homo sapiens)"	MYOD1_FL_Methyl-HT-SELEX_1	Methyl-HT-SELEX	Yin2017	M09837_1.94d	
ENSG00000111046	MYF6	"Inferred - MYOD1 (80% AA Identity, Homo sapiens)"	MYOD1_FL_Methyl-HT-SELEX_2	Methyl-HT-SELEX	Yin2017	M09838_1.94d	
ENSG00000111046	MYF6	"Inferred - MYOD1 (80% AA Identity, Homo sapiens)"	MYOD1_eDBD_HT-SELEX_1	HT-SELEX	Yin2017	M09831_1.94d	
ENSG00000111046	MYF6	"Inferred - MYOD1 (80% AA Identity, Homo sapiens)"	MYOD1_eDBD_HT-SELEX_2	HT-SELEX	Yin2017	M09832_1.94d	
ENSG00000111046	MYF6	"Inferred - MYOD1 (80% AA Identity, Homo sapiens)"	MYOD1_eDBD_Methyl-HT-SELEX_1	Methyl-HT-SELEX	Yin2017	M09833_1.94d	
ENSG00000111046	MYF6	"Inferred - MYOD1 (80% AA Identity, Homo sapiens)"	MYOD1_eDBD_Methyl-HT-SELEX_2	Methyl-HT-SELEX	Yin2017	M09834_1.94d	
ENSG00000111046	MYF6	"Inferred - MYOD1 (80% AA Identity, Homo sapiens)"	MYOD1_f1	Misc	HocoMoco	M06655_1.94d	
ENSG00000111046	MYF6	"Inferred - MYOD1 (80% AA Identity, Homo sapiens)"	V$MYOD_01	Transfac	Transfac	M04393_1.94d	
ENSG00000111046	MYF6	"Inferred - MYOD1 (80% AA Identity, Homo sapiens)"	V$MYOD_Q6	Transfac	Transfac	M04395_1.94d	
ENSG00000111046	MYF6	"Inferred - MYOD1 (80% AA Identity, Homo sapiens)"	V$MYOD_Q6_02	Transfac	Transfac	M04394_1.94d	
ENSG00000111046	MYF6	"Inferred - Myod1 (80% AA Identity, Mus musculus)"	MA0499.1	ChIP-seq	JASPAR	M03038_1.94d	
ENSG00000111046	MYF6	"Inferred - MYOG (86% AA Identity, Homo sapiens)"	MYOG_FL_HT-SELEX_1	HT-SELEX	Yin2017	M09843_1.94d	
ENSG00000111046	MYF6	"Inferred - MYOG (86% AA Identity, Homo sapiens)"	MYOG_FL_HT-SELEX_2	HT-SELEX	Yin2017	M09844_1.94d	
ENSG00000111046	MYF6	"Inferred - MYOG (86% AA Identity, Homo sapiens)"	MYOG_FL_Methyl-HT-SELEX_1	Methyl-HT-SELEX	Yin2017	M09845_1.94d	
ENSG00000111046	MYF6	"Inferred - MYOG (86% AA Identity, Homo sapiens)"	MYOG_FL_Methyl-HT-SELEX_2	Methyl-HT-SELEX	Yin2017	M09846_1.94d	
ENSG00000111046	MYF6	"Inferred - MYOG (86% AA Identity, Homo sapiens)"	MYOG_eDBD_HT-SELEX_1	HT-SELEX	Yin2017	M09839_1.94d	
ENSG00000111046	MYF6	"Inferred - MYOG (86% AA Identity, Homo sapiens)"	MYOG_eDBD_HT-SELEX_2	HT-SELEX	Yin2017	M09840_1.94d	
ENSG00000111046	MYF6	"Inferred - MYOG (86% AA Identity, Homo sapiens)"	MYOG_eDBD_Methyl-HT-SELEX_1	Methyl-HT-SELEX	Yin2017	M09841_1.94d	
ENSG00000111046	MYF6	"Inferred - MYOG (86% AA Identity, Homo sapiens)"	MYOG_eDBD_Methyl-HT-SELEX_2	Methyl-HT-SELEX	Yin2017	M09842_1.94d	
ENSG00000111046	MYF6	"Inferred - MYOG (86% AA Identity, Homo sapiens)"	MYOG_f1	Misc	HocoMoco	M06656_1.94d	
ENSG00000111046	MYF6	"Inferred - MYOG (86% AA Identity, Homo sapiens)"	V$MYOGENIN_Q6	Transfac	Transfac	M04397_1.94d	
ENSG00000111046	MYF6	"Inferred - MYOG (86% AA Identity, Homo sapiens)"	V$MYOGENIN_Q6_01	Transfac	Transfac	M04396_1.94d	
ENSG00000111046	MYF6	"Inferred - Myog (86% AA Identity, Mus musculus)"	C2C12-MyoG_GSE36024	Misc	HOMER	M07015_1.94d	
ENSG00000111046	MYF6	"Inferred - Myog (86% AA Identity, Mus musculus)"	MA0500.1	ChIP-seq	JASPAR	M03039_1.94d	
ENSG00000111046	MYF6	"Inferred - nau (80% AA Identity, Drosophila melanogaster)"	nau_1	HT-SELEX	Nitta2015	M07436_1.94d	
ENSG00000111046	MYF6	"Inferred - nau (80% AA Identity, Drosophila melanogaster)"	nau_2	HT-SELEX	Nitta2015	M07437_1.94d	
ENSG00000111046	MYF6	"Inferred - nau (80% AA Identity, Drosophila melanogaster)"	nau_3	HT-SELEX	Nitta2015	M07438_1.94d	
ENSG00000085274	MYNN	Direct	Q9NPC7_1-4.RCADE	RCADE	Schmitges2016	M10435_1.94d	TRUE
ENSG00000129152	MYOD1	Direct	MYOD1_FL_HT-SELEX_1	HT-SELEX	Yin2017	M09835_1.94d	
ENSG00000129152	MYOD1	Direct	MYOD1_FL_HT-SELEX_2	HT-SELEX	Yin2017	M09836_1.94d	TRUE
ENSG00000129152	MYOD1	Direct	MYOD1_FL_Methyl-HT-SELEX_1	Methyl-HT-SELEX	Yin2017	M09837_1.94d	
ENSG00000129152	MYOD1	Direct	MYOD1_FL_Methyl-HT-SELEX_2	Methyl-HT-SELEX	Yin2017	M09838_1.94d	
ENSG00000129152	MYOD1	Direct	MYOD1_eDBD_HT-SELEX_1	HT-SELEX	Yin2017	M09831_1.94d	
ENSG00000129152	MYOD1	Direct	MYOD1_eDBD_HT-SELEX_2	HT-SELEX	Yin2017	M09832_1.94d	
ENSG00000129152	MYOD1	Direct	MYOD1_eDBD_Methyl-HT-SELEX_1	Methyl-HT-SELEX	Yin2017	M09833_1.94d	
ENSG00000129152	MYOD1	Direct	MYOD1_eDBD_Methyl-HT-SELEX_2	Methyl-HT-SELEX	Yin2017	M09834_1.94d	
ENSG00000129152	MYOD1	Direct	MYOD1_f1	Misc	HocoMoco	M06655_1.94d	
ENSG00000129152	MYOD1	Direct	V$MYOD_01	Transfac	Transfac	M04393_1.94d	
ENSG00000129152	MYOD1	Direct	V$MYOD_Q6	Transfac	Transfac	M04395_1.94d	
ENSG00000129152	MYOD1	Direct	V$MYOD_Q6_02	Transfac	Transfac	M04394_1.94d	
ENSG00000129152	MYOD1	"Inferred - hlh-1 (75% AA Identity, Caenorhabditis elegans)"	HLH-1_L13R	PBM	DeMasi2011	M00275_1.94d	
ENSG00000129152	MYOD1	"Inferred - hlh-1 (75% AA Identity, Caenorhabditis elegans)"	HLH-1_L13T	PBM	DeMasi2011	M00276_1.94d	
ENSG00000129152	MYOD1	"Inferred - hlh-1 (75% AA Identity, Caenorhabditis elegans)"	HLH-1_L13V	PBM	DeMasi2011	M00277_1.94d	
ENSG00000129152	MYOD1	"Inferred - hlh-1 (76% AA Identity, Caenorhabditis elegans)"	HLH-1	PBM	DeMasi2011	M00278_1.94d	
ENSG00000129152	MYOD1	"Inferred - hlh-1 (76% AA Identity, Caenorhabditis elegans)"	HLH1	PBM	Grove09	M00279_1.94d	
ENSG00000129152	MYOD1	"Inferred - hlh-1 (76% AA Identity, Caenorhabditis elegans)"	MA0545.1	ChIP-seq	JASPAR	M03077_1.94d	
ENSG00000129152	MYOD1	"Inferred - hlh-1 (76% AA Identity, Caenorhabditis elegans)"	cElegans-Embryo-HLH1_modEncode	Misc	HOMER	M06874_1.94d	
ENSG00000129152	MYOD1	"Inferred - MYF5 (90% AA Identity, Homo sapiens)"	V$MYF5_Q6	Transfac	Transfac	M04392_1.94d	
ENSG00000129152	MYOD1	"Inferred - Myf5 (90% AA Identity, Mus musculus)"	GM-Myf5_GSE24852	Misc	HOMER	M07014_1.94d	
ENSG00000129152	MYOD1	"Inferred - MYF6 (80% AA Identity, Homo sapiens)"	MYF6	SMiLE-seq	Isakova2017	M10275_1.94d	
ENSG00000129152	MYOD1	"Inferred - MYF6 (80% AA Identity, Homo sapiens)"	MYF6_eDBD_HT-SELEX_1	HT-SELEX	Yin2017	M09827_1.94d	
ENSG00000129152	MYOD1	"Inferred - MYF6 (80% AA Identity, Homo sapiens)"	MYF6_eDBD_HT-SELEX_2	HT-SELEX	Yin2017	M09828_1.94d	
ENSG00000129152	MYOD1	"Inferred - MYF6 (80% AA Identity, Homo sapiens)"	MYF6_eDBD_Methyl-HT-SELEX_1	Methyl-HT-SELEX	Yin2017	M09829_1.94d	
ENSG00000129152	MYOD1	"Inferred - MYF6 (80% AA Identity, Homo sapiens)"	MYF6_eDBD_Methyl-HT-SELEX_2	Methyl-HT-SELEX	Yin2017	M09830_1.94d	
ENSG00000129152	MYOD1	"Inferred - MYF6 (80% AA Identity, Homo sapiens)"	MYF6_f1	Misc	HocoMoco	M06654_1.94d	
ENSG00000129152	MYOD1	"Inferred - MYF6 (80% AA Identity, Homo sapiens)"	V$MRF4_Q3	Transfac	Transfac	M04376_1.94d	
ENSG00000129152	MYOD1	"Inferred - Myf6 (80% AA Identity, Mus musculus)"	Myf6_3824	PBM	Badis09	M00256_1.94d	
ENSG00000129152	MYOD1	"Inferred - Myf6 (80% AA Identity, Mus musculus)"	pTH5099	PBM	Zoo_01	M00257_1.94d	
ENSG00000129152	MYOD1	"Inferred - Myod1 (100% AA Identity, Mus musculus)"	MA0499.1	ChIP-seq	JASPAR	M03038_1.94d	
ENSG00000129152	MYOD1	"Inferred - MYOG (78% AA Identity, Homo sapiens)"	MYOG_FL_HT-SELEX_1	HT-SELEX	Yin2017	M09843_1.94d	
ENSG00000129152	MYOD1	"Inferred - MYOG (78% AA Identity, Homo sapiens)"	MYOG_FL_HT-SELEX_2	HT-SELEX	Yin2017	M09844_1.94d	
ENSG00000129152	MYOD1	"Inferred - MYOG (78% AA Identity, Homo sapiens)"	MYOG_FL_Methyl-HT-SELEX_1	Methyl-HT-SELEX	Yin2017	M09845_1.94d	
ENSG00000129152	MYOD1	"Inferred - MYOG (78% AA Identity, Homo sapiens)"	MYOG_FL_Methyl-HT-SELEX_2	Methyl-HT-SELEX	Yin2017	M09846_1.94d	
ENSG00000129152	MYOD1	"Inferred - MYOG (78% AA Identity, Homo sapiens)"	MYOG_eDBD_HT-SELEX_1	HT-SELEX	Yin2017	M09839_1.94d	
ENSG00000129152	MYOD1	"Inferred - MYOG (78% AA Identity, Homo sapiens)"	MYOG_eDBD_HT-SELEX_2	HT-SELEX	Yin2017	M09840_1.94d	
ENSG00000129152	MYOD1	"Inferred - MYOG (78% AA Identity, Homo sapiens)"	MYOG_eDBD_Methyl-HT-SELEX_1	Methyl-HT-SELEX	Yin2017	M09841_1.94d	
